pathway	DB	n	statistic	df	p	method
spindle midzone (GO:0051233)	GO_Cellular_Component_2018	63	0.865933641975317	1	0.352	Kruskal-Wallis
spindle pole (GO:0000922)	GO_Cellular_Component_2018	63	1.890625	1	0.169	Kruskal-Wallis
spliceosomal complex (GO:0005681)	GO_Cellular_Component_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
spliceosomal snRNP complex (GO:0097525)	GO_Cellular_Component_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
spliceosomal tri-snRNP complex (GO:0097526)	GO_Cellular_Component_2018	63	0.521604938271565	1	0.47	Kruskal-Wallis
stress fiber (GO:0001725)	GO_Cellular_Component_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
striated muscle thin filament (GO:0005865)	GO_Cellular_Component_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
SWI/SNF complex (GO:0016514)	GO_Cellular_Component_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
synaptonemal complex (GO:0000795)	GO_Cellular_Component_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
synaptonemal structure (GO:0099086)	GO_Cellular_Component_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
T cell receptor complex (GO:0042101)	GO_Cellular_Component_2018	63	0.0625	1	0.803	Kruskal-Wallis
telomerase holoenzyme complex (GO:0005697)	GO_Cellular_Component_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
tertiary granule (GO:0070820)	GO_Cellular_Component_2018	63	0.023341049382708	1	0.879	Kruskal-Wallis
tertiary granule lumen (GO:1904724)	GO_Cellular_Component_2018	63	1.20389660493825	1	0.273	Kruskal-Wallis
tertiary granule membrane (GO:0070821)	GO_Cellular_Component_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
trans-Golgi network (GO:0005802)	GO_Cellular_Component_2018	63	0.463155864197546	1	0.496	Kruskal-Wallis
trans-Golgi network membrane (GO:0032588)	GO_Cellular_Component_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
trans-Golgi network transport vesicle (GO:0030140)	GO_Cellular_Component_2018	63	1.66840277777777	1	0.196	Kruskal-Wallis
transcription factor TFIID complex (GO:0005669)	GO_Cellular_Component_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
transcriptionally active chromatin (GO:0035327)	GO_Cellular_Component_2018	63	0.25	1	0.617	Kruskal-Wallis
U1 snRNP (GO:0005685)	GO_Cellular_Component_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
U12-type spliceosomal complex (GO:0005689)	GO_Cellular_Component_2018	63	0.25	1	0.617	Kruskal-Wallis
U2 snRNP (GO:0005686)	GO_Cellular_Component_2018	63	0.015625	1	0.901	Kruskal-Wallis
U2-type catalytic step 2 spliceosome (GO:0071007)	GO_Cellular_Component_2018	63	2.96604938271605	1	0.085	Kruskal-Wallis
U2-type prespliceosome (GO:0071004)	GO_Cellular_Component_2018	63	2.96604938271605	1	0.085	Kruskal-Wallis
U2-type spliceosomal complex (GO:0005684)	GO_Cellular_Component_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
U4/U6 x U5 tri-snRNP complex (GO:0046540)	GO_Cellular_Component_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
U5 snRNP (GO:0005682)	GO_Cellular_Component_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
vacuolar lumen (GO:0005775)	GO_Cellular_Component_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	GO_Cellular_Component_2018	63	3.0625	1	0.0801	Kruskal-Wallis
vacuole (GO:0005773)	GO_Cellular_Component_2018	63	3.46373456790124	1	0.0627	Kruskal-Wallis
vesicle coat (GO:0030120)	GO_Cellular_Component_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
