	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219	X1290.018.076	X1254.018.040	X1286.018.072	X1260.018.046	X1258.018.044	X1242.018.028	X1238.018.024	X1230.018.016	X1264.018.050	X1252.018.038	X1244.018.030	X1232.018.018	X1228.018.014	X1248.018.034	X1348.018.134	X1340.018.126	X1338.018.124	X1328.018.114	X1334.018.120	X1324.018.110	X1310.018.096	X1318.018.104	X1320.018.106	X1326.018.112	X1322.018.108	X1316.018.102	X1314.018.100	X1302.018.088	X1304.018.090	X1308.018.094	X1300.018.086	X1306.018.092	X1294.018.080	X1298.018.084	X1292.018.078	X1288.018.074	X1282.018.068	X1276.018.062	X1272.018.058	X1278.018.064	X1280.018.066
mRNA Capping Homo sapiens R-HSA-72086	1	0.644144144144144	1	0.806486960333114	0.703029290566878	1	1	1	1	1	1	0.921335597057159	1	0.474116667200564	0.181027136129177	0.801109350237718	0.482683286030566	0.778749076582123	1	1	1	0.740383067761146	1	1	0.97358213969398	1	1	1	0.462770729206715	0.792943079567283	1	1	1	1	1	1	1	0.935405317199307	1	1	1	1	1	1	1	1	1	1	1	1	1	0.68909717215413	1	1	1	1	1	0.437714708524919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.82821865797695	1	0.182475158084914	1	0.977171779774817	1	1	1	0.944911297852474	1	1	0.964127088726759	1	1	1	1	1	1	1	1	1	0.52694259012016	1	1	1	1	0.691187666125784
Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823	1	0.681065943992773	1	0.583169188215079	0.696010439423486	1	1	1	0.734359612294615	1	1	0.765847578347578	1	0.121082360942311	0.0893671670873743	1	0.106382978723404	1	1	0.796597754430463	1	0.697411063512759	1	1	1	1	1	1	0.941796890146962	0.759373977409928	1	1	1	1	1	1	1	0.874777310437157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.223476048235424	1	1	1	1	1	1	0.955443886097153	1	1	0.987392125134844	1	1	1	1	1	1	1	1	1	1	1	0.837038337038337	1	0.662110641233814	1	1	1	1	1	0.904522613065327	0.434567901234568	1	1	1	1	0.639277525618829	0.729936160510716	1	1	1	0.737402611961213	0.96870550832815	1	1	0.863396226415094	0.794122710439395
Dual incision in TC-NER Homo sapiens R-HSA-6782135	1	0.345	1	0.174874719198203	0.809464998948917	1	1	1	0.327985739750446	1	0.713814004681662	0.922660965794769	1	0.17106978990582	0.0809141940657578	0.375139146567718	0.072596585804133	1	1	0.613148948962838	1	1	1	1	1	1	1	1	1	0.987705627705628	1	1	0.722503632151412	1	1	1	1	0.530965261031089	1	1	1	1	1	1	1	1	1	1	0.946314631463146	1	1	1	0.829790185538408	1	1	1	1	0.116158711903393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.830676875957121	1	1	1	1	1	1	1	0.385057857158844	1	1	1	1	1	0.595490205515715	1	1	1	1	1	0.22676782227344	1	1	1	1	0.563967836955656	1	1	1	1	0.58441282133891
Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	1	0.354969723822183	1	0.204501250347319	0.850592289706681	1	1	1	0.397501122250486	1	0.721195402298851	0.955813178265862	1	0.0797718347808639	0.0809141940657578	0.358327098019139	0.068418913426365	0.754520037278658	1	0.640120033538783	1	1	1	1	1	0.925352825598293	1	1	1	1	1	1	0.866074428763441	1	1	1	0.94478527607362	0.574563522186184	1	1	1	1	1	1	1	1	1	1	0.964905203711174	1	1	1	0.950845562791688	1	0.941574746659492	1	1	0.116158711903393	1	1	1	1	1	1	0.810168686148729	1	1	1	1	1	1	1	1	0.67282710193105	1	1	1	1	1	1	1	0.317549727160711	1	0.924028511398669	1	1	1	0.452833572453372	1	1	1	1	1	0.13378722279142	1	1	1	1	0.547649553944468	1	1	1	1	0.606267281105991
Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827	1	0.345999804630263	1	0.195648811671908	0.837620192307692	1	1	1	0.333870967741936	1	0.539953549683008	0.915376884422111	1	0.100456621004566	0.0729890046296296	0.346560283687943	0.0817284350218482	1	1	0.695502976529026	1	1	1	1	1	0.921474358974359	1	1	1	1	1	1	0.818133570308932	1	1	1	1	0.585688820982939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.986986635028639	1	1	1	1	0.116158711903393	1	1	1	1	1	1	0.847142893601817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.209958506224066	1	0.942628903413217	1	1	1	0.457280385078219	1	1	1	1	1	0.148092744951384	1	1	1	1	0.477615965480043	1	1	1	0.91248778334752	0.624890876184393
Nucleotide Excision Repair Homo sapiens R-HSA-5696398	1	0.595714622086179	1	0.248329708326362	1	1	1	1	0.502330801104972	1	0.530060120240481	0.849135761033731	1	0.0640506329113924	0.0729890046296296	0.134115372953305	0.070442181615288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.67617041461163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.965258223410246	1	1	0.116158711903393	1	1	1	1	1	1	1	1	1	0.947324293676261	1	1	1	1	1	1	1	1	1	1	1	1	1	0.113020784350607	1	0.898544207097351	1	1	1	1	1	1	1	1	1	0.194037005081009	1	1	1	1	0.369883040935672	1	1	1	0.629136714529729	0.617670347072538
Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	1	0.595714622086179	1	0.16973293768546	1	1	1	1	0.595995288574794	1	0.384446313732939	1	1	0.175840542117086	0.103526618198874	0.0354587542087542	0.131279651653994	1	0.889592123769339	0.861024801070453	1	1	1	1	1	1	1	1	1	1	1	1	0.928103421217828	1	1	1	1	0.787173771709854	1	1	1	1	1	1	1	1	1	1	0.958918189702245	1	1	1	0.846279059551642	1	0.715700141442716	1	1	0.215985030740444	1	1	1	1	1	1	1	1	1	0.821218330243601	1	1	1	1	1	0.984784147204529	1	1	0.51588785046729	1	1	1	1	0.272536687631027	1	1	1	1	1	0.892488954344624	1	1	1	1	1	0.0746904810229348	1	1	1	1	0.234197302300979	1	1	1	0.638821044682784	0.329872513038439
Formation of Incision Complex in GG-NER Homo sapiens R-HSA-5696395	1	0.555221602022804	1	0.32726705026986	1	1	1	1	1	1	0.537371763556424	1	1	0.604045539957997	1	0.0522408625856902	0.566183168663724	1	1	1	1	1	1	1	1	1	1	1	0.958239461912691	0.999573484185243	0.967848537005164	1	1	1	1	1	1	0.661449386015143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.961070209681654	0.958800617191028	1	0.348147807702914	1	1	1	1	0.685343598517251	1	1	1	1	0.551550895587593	1	1	0.751625022362693	1	1	1	1	1	1	1	1	0.326764705882353	1	1	1	1	1	1	1	1	1	0.970299823633157	1	1	1	0.500161381424998	1	0.553092409166798	1	1	0.417617046818727	1	1	1	0.374720545495193	0.271823798012356
DNA Damage Recognition in GG-NER Homo sapiens R-HSA-5696394	1	1	1	0.826687116564417	1	1	1	1	1	1	0.861901007939636	1	1	0.265018968348338	0.669723318543631	0.52515047431061	0.445799881833664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.981059684452846	1	1	1	1	0.920870641333625	1	1	1	1	0.879320615234226	1	1	0.773109243697479	1	1	1	1	1	1	1	1	1	1	0.466077317877564	1	1	1	1	1	1	1	1	1	1	1	0.801317356877584	1	1	1	1	0.967653276955602	1	1	1	0.648619091585467	1
DNA Repair Homo sapiens R-HSA-73894	1	0.118988830099941	1	0.0263754593552086	1	1	1	1	0.106079664570231	1	0.313682656826568	1	1	0.0505353147970598	0.11283829121002	0.0508040201005025	0.115060378218273	0.445406198422886	0.616272452022674	0.21898645818791	1	1	1	0.758734442944969	1	1	1	1	1	0.762388257366737	0.347627250728026	1	1	1	1	0.823196011545526	1	1	1	1	1	0.695327836670593	1	1	1	1	1	1	0.130952380952381	1	1	1	0.146267361111111	1	0.206786834999635	1	1	0.956274746083663	1	0.478936770036247	1	1	1	1	1	1	1	1	1	1	1	1	1	0.218651254489967	1	1	0.741894278510258	0.120994739359158	1	1	1	0.0182470564901462	1	0.0375816993464052	0.499104073721934	1	0.956064947468959	0.702139037433155	1	1	1	1	0.466332584528541	0.033097854526426	1	1	1	1	0.18019943019943	1	1	1	1	0.241009764229578
DNA Double-Strand Break Repair Homo sapiens R-HSA-5693532	1	0.114583333333333	1	0.0263754593552086	1	1	1	1	0.0526315789473684	1	0.644532439841608	1	1	0.0660919540229885	0.110076730062911	0.0386800573888092	0.0715525486167688	0.355711775043937	0.57151799687011	0.109602888086643	1	0.866326906273148	1	0.242656755784678	1	1	1	1	0.748735616952671	0.727429557216791	0.0360356083086053	1	1	1	1	0.305094965330118	1	1	1	1	1	0.222417582417582	0.668528934355064	0.866500113558937	1	1	0.926975974433601	1	0.129693707548379	1	1	0.719883930583728	0.112916736471771	1	0.107684568952175	1	1	1	1	0.319471308833011	1	1	0.252635308707591	1	0.947363715490061	1	1	1	0.735083242192247	1	1	1	1	0.218976522773991	0.572690763052209	1	1	0.0274061636787088	1	1	0.894701839946797	0.0182470564901462	1	0.0613630851321853	0.228629579375848	0.90808870657608	0.441104734576758	0.268746976294146	0.202680067001675	0.363495506662535	1	1	0.164820846905537	0.0311173974540311	1	0.993121432901374	1	1	0.316926770708283	0.886839433351061	1	1	1	0.447665713896829
Homology Directed Repair Homo sapiens R-HSA-5693538	1	0.160890302066773	1	0.0263754593552086	1	1	1	1	0.0526315789473684	1	0.371187540558079	1	1	0.0218976522773991	0.0729890046296296	0.0359121909633419	0.068418913426365	0.103023516237402	0.316550723187028	0.1178525678351	1	0.494404582632061	1	0.12636836628512	1	1	0.786324786324786	0.992945995145631	0.767146132999792	0.834427889483582	0.0182440959076979	1	0.970046760729102	1	1	0.208745874587459	1	1	1	1	1	0.0941687344913151	0.403416856492027	0.699903846153846	1	0.713363004776379	0.78733312142403	1	0.129693707548379	1	1	0.68909717215413	0.0760493455694298	1	0.0353846153846154	0.406968446526636	1	1	0.856811263318113	0.252548419979613	1	1	0.164350932909885	1	0.316091954022989	1	1	1	0.795245176962043	1	1	1	1	0.240608654303376	0.388400852878465	0.644089873005536	1	0.0274061636787088	1	1	0.441817186644773	0.0182470564901462	1	0.0375816993464052	0.180988184747583	0.90808870657608	0.229508196721311	0.0720810733656866	0.185802747316943	0.146543485186365	1	1	0.164820846905537	0.0311173974540311	1	1	1	1	0.27710843373494	0.910763420157715	1	1	1	0.374981473247369
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567	1	0.114583333333333	1	0.0263754593552086	1	1	1	1	0.0677693698520056	1	0.475551494582953	1	1	0.0355312126957377	0.0729890046296296	0.035492364402317	0.068418913426365	0.103023516237402	0.358441558441558	0.131428571428571	1	0.620912800625127	1	0.148861474493498	1	1	0.837615567491415	0.680865449628127	0.451936522829588	0.596015346301407	0.0110979514848445	1	1	1	1	0.163542340012928	1	1	1	1	1	0.0939618086719693	0.44553788781271	0.629598662207358	1	0.569513294276701	0.881263479511143	1	0.129693707548379	1	1	0.534899723754151	0.0760493455694298	1	0.0590414515329191	0.420194897137622	1	1	0.754022988505747	0.208280790248003	1	1	0.139867871852282	1	0.265707762557078	1	1	1	0.824045882602846	1	1	1	1	0.298594006568145	0.371254247760272	0.611083776893143	1	0.0274061636787088	1	1	0.347069345074298	0.0182470564901462	1	0.0497835497835498	0.208453608247423	0.809885079548001	0.297538839568802	0.0567351982923267	0.175798857142857	0.146808510638298	1	1	0.238791882963662	0.0311173974540311	1	1	1	1	0.314400584795322	1	1	1	1	0.512145748987854
Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	1	0.300582155162172	1	0.0440795348128144	1	1	1	1	0.10499014420583	1	0.535675319484504	1	1	0.0218976522773991	0.134035682900411	0.0324850588008483	0.068418913426365	0.409953703703704	0.638198198198198	0.550681846142199	0.744222649169082	1	1	0.242656755784678	1	1	1	1	0.403998299478438	0.249839529946181	0.0412090469099032	1	1	1	0.968652787748265	0.61590591331524	1	1	1	1	1	0.443516370198505	0.596698113207547	0.855163537250151	1	0.708715699505173	1	1	0.212605042016807	1	1	0.917136896822954	0.495074317317663	1	0.0800316330565441	0.566506737443855	1	0.770873620261829	0.817127477367262	0.235168485999051	1	1	0.279596629368697	1	0.276502732240437	1	0.935028457387834	1	0.750254841997961	1	1	1	1	0.260355029585799	0.163350355109468	1	1	0.0274061636787088	1	1	0.290359712230216	0.0274299344066786	1	0.0497835497835498	0.226464	0.819875776397516	0.643409658232919	0.0567351982923267	0.277529480651354	0.395223532838212	1	1	0.537048092868988	0.0311173974540311	1	1	0.870764265806073	1	0.591916710534012	1	1	1	1	0.357297321152743
G2/M DNA damage checkpoint Homo sapiens R-HSA-69473	1	0.331202833821038	1	0.112182684846469	1	1	1	1	0.397501122250486	1	0.695619047619048	1	1	0.0218976522773991	0.0729890046296296	0.0324850588008483	0.068418913426365	0.270358227079539	0.358441558441558	0.199788223047793	0.6589027695367	1	1	0.405151511734124	0.590049235553252	1	0.742895933316494	0.675774134790528	0.960291671893399	0.319811537577568	0.052077258224982	1	0.818133570308932	1	1	0.661118527565541	1	1	1	1	1	0.253211009174312	0.0871662360034453	0.763634736700819	1	0.41993769470405	1	1	0.212605042016807	1	1	0.772751322751323	0.674543818272095	1	0.0722279319401622	0.195365948108945	1	1	0.886545454545455	0.208280790248003	1	1	0.185847919655667	1	0.337923728813559	1	0.881101376720901	0.572108304067067	0.871329664477188	1	1	1	1	0.218976522773991	0.480136639676113	1	1	0.0274061636787088	1	1	0.228992907801418	0.0359077468953282	1	0.0497835497835498	0.180988184747583	0.938286866846677	0.569375084356863	0.0873702422145329	0.294912891986063	0.219130107324421	1	1	1	0.0311173974540311	1	1	0.57043614011123	1	0.779128618482714	1	1	1	1	0.271823798012356
Nonhomologous End-Joining (NHEJ) Homo sapiens R-HSA-5693571	1	0.799762916131582	1	0.733140505181139	1	1	1	1	1	1	1	1	1	1	1	0.421816327476705	0.282913165266106	1	1	1	0.918519025927321	1	1	1	0.635582800378597	1	1	1	1	0.711455817487045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.657142857142857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.838502506265664	1	1	1	1	1	1	1	1	1	0.76505274421093	1	1	1	1	1	1	1	1	1	0.946135831381733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.703986803683972	1
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565	1	1	1	0.747577872695072	1	1	1	1	1	1	0.828811858889048	1	1	0.986458865610628	1	0.115399249188312	0.691254752851711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.79559748427673	1	1	1	1	1	1	1	1	1	1	1	1	0.700588438906196	0.821308007770343	1	1	1	1	1	1	1	0.246967918622848	1	1	1	1	1	1	1	1	1	0.968806353834939	0.906702898550725	1	1	1	1	0.877438851255425	1	1	1	1	1	1	1	0.986763576713667	0.901151230256248	0.821367165390489	1	1	1	1	0.980488604689293	1	1	1	1	0.967312480325101	1	1	1	1	1	1	1	1	0.734983224787843	0.512951847405629
DNA Double Strand Break Response Homo sapiens R-HSA-5693606	1	0.952371837815421	1	0.713022351797862	1	1	1	1	1	1	0.828469943506647	1	1	0.833403745951274	1	0.117234004174505	0.521704993904833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.79559748427673	1	1	1	1	1	1	1	1	1	1	1	1	0.734125636672326	0.75975975975976	1	1	1	1	0.977406228724331	1	1	0.287421741605009	1	1	1	1	1	1	1	1	1	0.974485420240137	0.871329664477188	1	1	1	1	0.883735455365611	1	1	1	1	1	1	1	0.87116495597061	0.921758720854433	0.703238494821031	1	1	1	1	0.931599309153713	1	1	1	1	0.833813416374724	1	1	1	1	1	1	1	1	0.863396226415094	0.569103134674923
G2/M Checkpoints Homo sapiens R-HSA-69481	1	0.607013738250181	1	0.0263754593552086	0.752750653714488	1	1	1	0.0526315789473684	1	0.0779360800924143	1	0.104365796951692	0.0218976522773991	0.0729890046296296	0.0394965074305002	0.0715525486167688	0.0782312925170068	0.57151799687011	0.177894968138871	0.0178773318258903	1	1	0.0652061855670103	0.506319780914262	0.774165707710011	0.461409395973154	0.423109243697479	0.0260288065843621	0.0323147172462241	0.0110979514848445	1	1	0.500711237553343	0.931645569620253	0.427292687046107	0.678819444444444	1	0.408888888888889	1	1	0.0728109935966616	0.0871662360034453	0.194875776397515	1	0.14522732169791	0.282402234636872	1	0.129693707548379	1	1	0.443229166666667	0.116106804478897	1	0.0236913568686207	0.126806585396506	0.707232563477577	0.907340862422998	0.0434651891938324	0.235168485999051	1	1	0.146204360388758	1	0.0394127039763212	1	0.304766821545345	0.163961038961039	0.389199255121043	1	0.132965444751018	1	1	0.283445600571373	0.0430326997491177	0.544086021505376	1	0.0274061636787088	0.206565088454852	0.847496737976664	0.185477941176471	0.0182470564901462	0.575799883653287	0.0375816993464052	0.19593023255814	0.0946207068503397	1	0.0591611996251171	0.0711723749912089	0.0245297653674617	0.822652757078987	0.735566737288136	0.537048092868988	0.0311173974540311	1	0.191542994795027	0.16710875331565	1	0.0678238723946116	0.345345345345345	1	0.3796203260855	0.54227116237324	0.563613861386139
Cell Cycle Checkpoints Homo sapiens R-HSA-69620	1	0.345999804630263	1	0.0263754593552086	0.964256607288392	1	1	1	0.0526315789473684	1	0.0501089324618736	1	0.104365796951692	0.0218976522773991	0.0729890046296296	0.0394965074305002	0.082516339869281	0.0782312925170068	0.459822872545245	0.184132320195465	0.0178773318258903	1	1	0.0427388929556844	0.696799609538419	0.921474358974359	0.508798391151332	0.479875366568915	0.0260288065843621	0.0323147172462241	0.0110979514848445	1	1	0.341603375527426	1	0.305094965330118	0.887809157472079	1	0.484210526315789	1	1	0.0728109935966616	0.0871662360034453	0.215913978494624	1	0.14522732169791	0.0817812291451799	1	0.129693707548379	1	1	0.486667894489124	0.0908519051042416	1	0.0236913568686207	0.133943979822116	0.409311740890688	1	0.0434651891938324	0.255083655083655	1	1	0.0691729323308271	1	0.0394127039763212	1	0.271459227467811	0.20299467390212	0.256939742721733	1	0.0719499478623566	1	1	0.244306751428342	0.0430326997491177	0.607469335801898	0.672193953195981	0.0274061636787088	0.559556786703601	0.530852517607484	0.203865840517241	0.0182470564901462	0.535073896978918	0.0375816993464052	0.223707918444761	0.0496809032891507	1	0.0615853658536585	0.0627117243658597	0.0245297653674617	0.366666666666667	0.86267082590612	0.555044917257683	0.0311173974540311	1	0.0615766544162387	0.167553191489362	1	0.0678238723946116	0.17784720527215	1	0.303571428571429	0.437239529420236	0.772574373166019
HDR through Single Strand Annealing (SSA) Homo sapiens R-HSA-5685938	1	0.343883495145631	1	0.195648811671908	1	1	1	1	0.483193277310924	1	1	1	1	0.536030188679245	0.409977426636569	0.0396976538725827	0.334092913848868	0.426944171002672	0.821819374948733	0.282248858447489	1	0.366666666666667	1	0.415405046480744	1	1	0.753672316384181	1	1	0.430649751323173	0.122704676195993	1	0.923221400877393	1	0.55357264957265	0.662156142109366	1	0.920103011980741	1	1	1	0.488013226784238	0.232383248658113	0.81508208551326	1	0.708715699505173	1	1	0.212605042016807	1	1	0.68909717215413	0.731945701357466	1	0.146861265444896	0.970786320300883	1	1	1	0.231333063587413	1	1	0.27695675971538	1	0.902236712146772	1	0.934908374981069	1	1	1	1	1	1	0.249947753396029	0.321328132087453	0.948089621310458	1	0.100192351210681	1	1	1	0.166087426629595	1	0.0497835497835498	0.24011659289647	1	0.703081101329837	0.312403340550572	0.563603130176501	0.858877142488146	1	1	0.395518499218343	0.0715700141442716	1	0.623136294188926	1	1	0.728730598939328	0.817322286430411	1	1	1	0.24430559500142
Presynaptic phase of homologous DNA pairing and strand exchange Homo sapiens R-HSA-5693616	1	0.301501549217447	1	0.0929292929292929	1	1	1	1	0.333870967741936	1	0.980329238537498	1	1	0.100456621004566	0.0729890046296296	0.0308513884650595	0.0818675528896814	0.21347637415622	0.37828240351369	0.162848812994586	1	0.37730870712401	1	0.193495149539106	1	1	0.605677154582763	0.609072580645161	0.978858215054224	0.146874616234803	0.0425649530127142	1	0.52687752180138	1	0.968652787748265	0.536664407978081	1	0.924200913242009	1	1	1	0.262600051897243	0.147823546596553	0.38651978204217	1	0.533407422374891	0.988867759721944	1	0.212605042016807	1	1	0.665469873021509	0.649546485260771	1	0.0817070357554787	0.885709269662921	1	1	0.997731422564046	0.208280790248003	1	1	0.153333333333333	1	0.679171648356606	1	0.798179887759745	0.849673202614379	0.889530449940081	1	1	1	1	0.218651254489967	0.245477857093354	0.78959174517721	1	0.0548727588201272	1	1	0.810220225179819	0.0507868957764574	1	0.0375816993464052	0.180988184747583	1	0.484260384321138	0.14642986589344	0.373549883990719	0.340277473210239	1	1	0.270689562937998	0.0311173974540311	1	0.541486509858181	0.723456912339751	1	0.775881683731513	0.855541839673811	1	1	1	0.202589083144268
Homologous DNA Pairing and Strand Exchange Homo sapiens R-HSA-5693579	1	0.300582155162172	1	0.0440795348128144	1	1	1	1	0.176441102756892	1	0.916998912649511	1	1	0.0730106052954332	0.0729890046296296	0.0308513884650595	0.0828004590916544	0.129213483146067	0.358441558441558	0.147435897435897	1	0.377016129032258	1	0.192856982714167	1	0.977405283010769	0.474420121478945	0.511999186495831	0.864399288009653	0.251563187180909	0.0384420583468396	1	0.448100933680275	1	1	0.433962264150943	1	1	1	1	1	0.261949956859362	0.185688073394495	0.344952523738131	1	0.447479073642553	0.890666295729587	1	0.212605042016807	1	1	0.5713894639588	0.435239852398524	1	0.0817070357554787	0.794691132019243	1	1	1	0.208280790248003	1	1	0.159949423107318	1	0.608591065292096	1	0.759365079365079	0.972347088615182	0.992885726989773	1	1	1	1	0.218651254489967	0.238913532386526	0.78959174517721	1	0.0548727588201272	1	1	0.830331426447751	0.0507868957764574	1	0.0375816993464052	0.180988184747583	0.980979143571631	0.436553625008722	0.117553946786471	0.367730402930403	0.203090507726269	1	1	0.242206665469993	0.0311173974540311	1	0.500006074719044	0.521404109589041	1	0.646558391337974	0.925257142857143	1	1	1	0.179460907944514
HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942	1	0.294989002835414	1	0.0440795348128144	1	1	1	1	0.0614338614702847	1	0.984648648648649	1	1	0.0734744255272807	0.0809141940657578	0.0324850588008483	0.072596585804133	0.149925925925926	0.433547536661724	0.0851851851851852	1	0.377016129032258	1	0.190495910549746	1	0.758106517318874	0.685518275106653	0.336864406779661	0.645758986599863	0.459425717852684	0.0183253657829929	1	0.727261559628519	1	1	0.355987055016181	0.678819444444444	1	1	1	1	0.0912040374909877	0.30097549369498	0.211057389110784	0.886672651948642	0.387579068430132	0.929649621438296	1	0.129693707548379	1	1	0.429384657088642	0.0760493455694298	1	0.0800316330565441	0.316262808921037	1	1	0.809469440412837	0.208280790248003	1	1	0.139867871852282	1	0.404104043036992	1	1	1	0.967071672833067	1	1	1	1	0.399183256763655	0.66040656040656	0.596282607531201	1	0.0274061636787088	1	1	0.317395407360805	0.0651366361396153	1	0.0497835497835498	0.180988184747583	0.927285067873303	0.416607210806697	0.234685255597803	0.266279690950988	0.111781209269446	1	1	0.332301341589267	0.0311173974540311	1	0.700926828823738	0.749646290585888	1	0.559715559568824	0.981780475081746	1	1	1	0.624890876184393
Resolution of D-loop Structures through Holliday Junction Intermediates Homo sapiens R-HSA-5693568	1	0.296960804862712	1	0.153461217681401	1	1	1	1	0.3220034438871	1	1	1	0.993703266430539	0.0488252038404014	0.0729890046296296	0.0507326374949819	0.375468088385968	0.319927740770012	0.637253425688902	0.130264648336938	0.918653001464129	0.405746258237962	1	0.266793208900137	1	0.774165707710011	1	0.358873841767641	0.515551265551266	0.792943079567283	0.0297236173524833	1	0.953576969628047	1	1	0.178219216680755	1	1	1	1	1	0.262108262108262	0.420440382218529	0.498263027295285	0.973076923076923	0.241310379807262	0.789073170731707	1	0.129693707548379	1	1	0.399925612534288	0.0760493455694298	1	0.112714960349283	0.284145311179949	1	1	0.457809523809524	0.208280790248003	1	1	0.125519379844961	1	0.7426614481409	1	0.829508196721311	1	0.511208310552214	1	0.864811379097093	1	1	0.863209034100391	0.584264945152994	0.624338080304355	1	0.0548727588201272	1	0.439399310367052	1	0.0359077468953282	1	0.146634789538506	0.180988184747583	0.738089136819696	0.454640600315956	0.550020169423154	0.401911975376934	0.0854544138579942	1	1	0.429921761603002	0.0988796248045857	1	0.589295303183514	1	1	0.441672273644778	1	1	1	0.861070488446914	0.959880189699642
Resolution of D-Loop Structures Homo sapiens R-HSA-5693537	1	0.285391990975747	1	0.153461217681401	1	1	1	1	0.357111350283184	1	1	1	0.992531446540881	0.067322048931924	0.0729890046296296	0.0508040201005025	0.391957374504416	0.295899222728491	0.701891551071879	0.167180616740088	0.992024870640461	0.377016129032258	1	0.246660429131908	1	0.758106517318874	1	0.336864406779661	0.486363090231888	0.791933103787506	0.0247279598618622	1	1	1	1	0.298305084745763	1	1	1	1	1	0.262108262108262	0.328118667423199	0.503708227903324	0.890417533194689	0.241310379807262	0.805472903760792	1	0.129693707548379	1	1	0.350328866030364	0.0760493455694298	1	0.128342245989305	0.273875642042845	1	0.971990807239299	0.389230769230769	0.208280790248003	1	1	0.139867871852282	1	0.811039225971906	1	1	1	0.628443174862273	1	0.721489299325711	1	1	0.863209034100391	0.739693448971799	0.675268650347209	1	0.0548727588201272	1	0.410346695557963	1	0.065014684287812	1	0.128123565810505	0.180988184747583	0.90808870657608	0.505305898491084	0.55363321799308	0.402374727668845	0.0568978846018694	1	1	0.429921761603002	0.0988796248045857	1	0.602584700377699	0.575342465753425	1	0.463605823068309	0.984658094681473	1	1	0.774660289379415	1
