	pathway	X1018.015.022	X1058.016.043	X1089.016.076	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1195.016.182	X1480.019.118	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1551.019.189	X1553.019.191	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1576.019.214	X1581.019.219
300	interleukin-7-mediated signaling pathway (GO:0038111)	NA	-1.66871962202126	NA	1.69740070046379	-1.76817815793871	NA	1.71146598523444	NA	NA	1.73594790701569	-1.74371460582158	1.62677284185175	1.79997758933743	-1.78356066686262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	interstrand cross-link repair (GO:0036297)	NA	NA	-1.65667719233973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
302	intracellular estrogen receptor signaling pathway (GO:0030520)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65192458140191	NA	NA	NA
303	intraciliary transport (GO:0042073)	1.8931930782327	1.82594580978723	-2.46073032346424	NA	NA	-1.91333037177472	-1.69823883281776	-1.89849840678598	1.84784268300351	-2.07122911261738	2.31946401992506	-1.54104026574225	-1.87329875090004	NA	-1.92823360988799	2.01322545485607	NA	NA	-1.93895830648778	NA	NA	-1.57495588595945	2.10817977329927	NA	NA	NA
304	intraciliary transport involved in cilium assembly (GO:0035735)	1.85062037233435	1.74111282900831	-2.39036012939978	NA	NA	-1.85122079008729	NA	NA	1.79889375921487	-2.0335136640679	2.22982494682726	-1.64223974621219	-1.82374870401949	NA	-1.86650377545526	1.97242868755255	NA	NA	-1.90713478712195	NA	NA	-1.62022903149369	2.05659818144968	NA	NA	NA
305	intrinsic apoptotic signaling pathway (GO:0097193)	NA	NA	NA	NA	-1.40684750131493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.48609396329614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54323384262321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	ion transmembrane transport (GO:0034220)	NA	NA	1.65133503601063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	ion transport (GO:0006811)	NA	NA	1.74128833300249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	IRE1-mediated unfolded protein response (GO:0036498)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63783067102106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	JAK-STAT cascade (GO:0007259)	NA	NA	NA	1.64439829916033	-1.99984166354834	NA	1.81134354771746	NA	NA	1.96008938683785	-1.60774940723495	1.8188305226412	2.1199252720114	-1.83319732143352	NA	NA	NA	NA	NA	NA	NA	-1.58590399318654	NA	NA	NA	NA
312	JNK cascade (GO:0007254)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49475521136555	NA	NA	1.50087848296649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	keratinocyte differentiation (GO:0030216)	2.36215203165721	-2.52249703666951	2.35020048939053	NA	NA	2.24857503339826	2.01581169052858	2.12700441149143	2.14652226365055	NA	-2.39438629384113	-1.63535324925912	2.03263685400095	2.61335511084138	2.36548463237525	2.19506000029649	NA	1.89754885352606	1.89635537652324	1.73733685428644	-2.07547693622717	NA	-2.46285578697777	1.85999798805763	NA	-2.14651127474742
314	lamellipodium assembly (GO:0030032)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65496126352354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	lamellipodium organization (GO:0097581)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62672649942538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	leukocyte cell-cell adhesion (GO:0007159)	NA	NA	NA	NA	-1.76250857618352	NA	1.73945330721453	NA	NA	1.87324204649848	-1.60365250468114	NA	1.65435023555976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76452232257483	NA
317	leukotriene biosynthetic process (GO:0019370)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71104111924797	NA	NA	NA	NA	NA	NA	NA	NA
318	limb morphogenesis (GO:0035108)	NA	NA	NA	-1.62410599014991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	lipid modification (GO:0030258)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.61835468878199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	lipopolysaccharide-mediated signaling pathway (GO:0031663)	NA	-1.65685187279451	NA	1.92008780580998	-1.88625335308696	NA	1.9018099694264	NA	NA	1.74883057422594	NA	1.77999921219126	1.79452889302843	NA	NA	NA	-1.72513333294087	NA	NA	1.82760823322656	NA	NA	NA	1.71098546853438	-1.75339920664279	NA
321	lipoxygenase pathway (GO:0019372)	NA	-1.7279269801727	NA	NA	NA	NA	NA	NA	NA	NA	-1.61712709169365	NA	1.6699175037852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	lymphocyte chemotaxis (GO:0048247)	NA	NA	NA	2.18884730265065	-2.34642636434736	NA	2.23009624206872	NA	NA	2.08464717261925	-1.53388063615733	2.2878952255379	2.20721287828544	-1.93832487535054	NA	NA	NA	1.68731576605761	NA	2.04023193636408	NA	-1.68840352895343	NA	1.76090212465777	-1.94612328911184	NA
323	lymphocyte differentiation (GO:0030098)	NA	NA	NA	2.09297838385954	-2.14068660776001	1.58817977167563	NA	NA	NA	2.08488277242852	-1.82749119664968	1.94222480370878	1.59164655485973	-1.7082583494759	-1.59823123086077	NA	NA	1.72662627291765	NA	NA	NA	-1.60656392315053	NA	1.90251559635474	NA	NA
324	lymphocyte proliferation (GO:0046651)	NA	NA	NA	1.77596177112069	-2.00762232141747	NA	NA	NA	NA	1.99549578704759	-1.80407857811383	1.96182300319874	NA	-1.75604617368689	NA	NA	NA	1.67466356642716	NA	NA	NA	-1.77561648936854	NA	NA	NA	NA
325	macromolecule biosynthetic process (GO:0009059)	NA	NA	NA	NA	-1.71796601474677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	macrophage activation (GO:0042116)	NA	-1.7044874827599	NA	NA	-1.78437077003345	NA	1.85201179090884	NA	NA	NA	-1.73234159097468	1.81866476805068	NA	NA	NA	NA	-1.69708890746281	1.6553046907904	NA	NA	NA	NA	NA	NA	NA	NA
327	male gamete generation (GO:0048232)	NA	NA	NA	NA	NA	-1.52692036375079	NA	NA	NA	-1.41525402969979	NA	NA	-1.67460929799488	NA	NA	NA	NA	NA	-1.45362101867032	NA	NA	NA	1.47600386263826	NA	NA	NA
328	MAPK cascade (GO:0000165)	NA	-1.39569655301753	NA	1.29703300692344	-1.69920710847632	NA	1.39782603469276	NA	NA	1.70356741623131	-1.48965185621704	1.45288217713757	1.49907833633188	NA	NA	NA	NA	NA	1.39028320507165	NA	NA	NA	-1.42072891908799	NA	-1.39656374813475	NA
329	maturation of LSU-rRNA (GO:0000470)	NA	-1.69305268729266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	maturation of SSU-rRNA (GO:0030490)	NA	-1.63743671107721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76838850828012	NA	NA
331	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	NA	-1.6471629483598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.78816615182807	NA	NA
332	membrane depolarization (GO:0051899)	NA	NA	2.03020859290998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6127323285263	NA	NA
333	membrane depolarization during action potential (GO:0086010)	NA	NA	1.91216544967232	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.62498541529553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	membrane lipid biosynthetic process (GO:0046467)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41736117353799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
335	membrane lipid metabolic process (GO:0006643)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6354242915632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	mesenchymal cell development (GO:0014031)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.61795669029151	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64427873432842	NA	-1.82517049588965	NA	NA	NA
337	mesenchymal cell differentiation (GO:0048762)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57134249123908	NA	NA	1.72648186379949	NA	1.81319391477615	NA	NA	NA	1.89122988761805	NA	NA	NA	-1.95151385012938	NA	NA	NA
338	mesenchyme morphogenesis (GO:0072132)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61158604396638	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70499286139407	NA	NA	NA
339	mesoderm development (GO:0007498)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84687600380781	-1.82109937771468	NA	1.76619316079831	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75491802067762	NA	NA	NA
340	mesonephric tubule development (GO:0072164)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.81994816132394	NA	NA	NA
341	metal ion homeostasis (GO:0055065)	NA	NA	NA	-1.55193332073164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	metal ion transport (GO:0030001)	NA	NA	1.67165441119928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	metaphase plate congression (GO:0051310)	NA	-1.76267838643537	-1.73657425609822	NA	NA	NA	NA	NA	NA	NA	-1.84039801336371	NA	NA	NA	1.91587445758291	NA	NA	NA	NA	NA	NA	-1.62071218950976	NA	NA	NA	NA
344	microtubule bundle formation (GO:0001578)	NA	1.76951335105711	-1.89971771469413	NA	NA	-1.87358830172808	NA	NA	NA	-1.74342620895994	NA	NA	-1.86934285613353	NA	NA	1.89127087325926	NA	NA	NA	NA	NA	NA	1.68256836024194	NA	NA	NA
345	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	NA	-1.73977521111299	-1.82417439926163	NA	NA	NA	NA	NA	NA	NA	-1.90621092970022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69322887355581	NA	NA	NA	NA
346	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	NA	-1.9030006367166	NA	-1.6067332926215	NA	1.54548579220817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64131614207321	NA	NA
347	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	NA	-1.66620572385623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6983515273065	NA	NA
348	mitochondrial fusion (GO:0008053)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61151794924582	NA	NA	NA	NA	NA	NA
349	mitochondrial respiratory chain complex assembly (GO:0033108)	NA	-1.52894813638132	-1.6177461931228	-1.50896050963667	NA	NA	NA	NA	NA	-1.46330327628112	NA	NA	-1.51898015591589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.86779861433218	NA	NA
350	mitochondrial respiratory chain complex I assembly (GO:0032981)	NA	-1.68464758192972	-1.55709454868135	-1.44856318961797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70017147751761	NA	NA
351	mitochondrial respiratory chain complex I biogenesis (GO:0097031)	NA	-1.68464758192972	-1.55709454868135	-1.44856318961797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70017147751761	NA	NA
352	mitochondrial translation (GO:0032543)	1.68348451852306	-1.94025416079682	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75647155553603	-1.40728160359049	NA	NA	NA	NA	NA	NA	-1.54473071962094	NA	NA	NA	-1.47580688660742	NA	NA
353	mitochondrial translational elongation (GO:0070125)	1.6717414371895	-2.07194158425751	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79508438857905	NA	NA	NA	NA	NA	NA	NA	-1.64676864402749	NA	NA	NA	-1.65657468034136	NA	NA
354	mitochondrial translational termination (GO:0070126)	1.66689755393951	-2.00701536864951	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76655733351123	NA	NA	NA	NA	NA	NA	NA	-1.53400704844053	NA	NA	NA	-1.60777614124425	NA	NA
355	mitotic cell cycle phase transition (GO:0044772)	NA	-1.60145100777568	NA	NA	NA	NA	NA	NA	NA	1.23394898193544	-1.67738263986787	NA	NA	NA	1.3699352099125	NA	NA	NA	NA	NA	NA	-1.62280540298189	NA	NA	NA	NA
356	mitotic cytokinesis (GO:0000281)	NA	-1.60840167729651	NA	NA	NA	NA	NA	NA	NA	NA	-1.72619703923583	NA	NA	NA	NA	NA	NA	NA	NA	-1.78549021133684	NA	NA	NA	NA	NA	NA
357	mitotic G2/M transition checkpoint (GO:0044818)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.60725715009132	NA	NA	NA	NA
358	mitotic metaphase plate congression (GO:0007080)	NA	-1.7347961918603	-1.68107398176661	NA	NA	NA	NA	NA	NA	NA	-1.8847462682536	NA	NA	NA	1.90649994881453	NA	NA	NA	NA	NA	NA	-1.64218929164611	NA	NA	NA	NA
359	mitotic nuclear division (GO:0140014)	NA	-1.67817244526046	-1.56733774497191	NA	NA	NA	NA	NA	NA	NA	-1.93229375148917	NA	NA	NA	1.77206983572694	NA	NA	NA	NA	-1.52386185272374	NA	-1.69044092279347	NA	NA	NA	NA
360	mitotic nuclear envelope disassembly (GO:0007077)	NA	-1.65719385756992	-1.75637464932741	NA	NA	NA	NA	NA	NA	NA	-1.55710092702021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	mitotic sister chromatid segregation (GO:0000070)	NA	-1.74870921324968	-1.75062316235008	NA	NA	NA	NA	NA	NA	1.69824685614412	-2.01255219747377	NA	NA	NA	2.08621869703434	NA	NA	NA	NA	-1.78944452206885	NA	-1.77323464006035	-1.51946799484264	NA	NA	NA
362	mitotic spindle assembly (GO:0090307)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.68539696764851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59820729941775	NA	NA	NA	NA
363	mitotic spindle assembly checkpoint (GO:0007094)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71173820839096	NA	NA	NA	NA
364	mitotic spindle checkpoint (GO:0071174)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71173820839096	NA	NA	NA	NA
365	mitotic spindle organization (GO:0007052)	NA	-1.77945107830619	-1.92392381770607	NA	NA	NA	NA	NA	NA	NA	-1.92612517494055	NA	NA	NA	NA	NA	NA	NA	NA	-1.48820276801121	NA	-1.81544148606681	NA	NA	NA	NA
366	modulation by host of viral transcription (GO:0043921)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66752976340146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	modulation of chemical synaptic transmission (GO:0050804)	NA	NA	1.65306151828656	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53270986319685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	monocyte chemotaxis (GO:0002548)	NA	NA	NA	2.11447893572119	-2.33977925245407	NA	2.05988594213114	NA	1.92919432967404	2.10517329497191	-1.77244446634266	2.29593252837301	2.11773331296457	-1.88477814686963	NA	NA	-1.90361227867011	1.63150152420219	NA	2.11106370706112	NA	-1.71020589753561	NA	1.75079667917963	-1.82391404455422	NA
369	monovalent inorganic anion homeostasis (GO:0055083)	NA	NA	1.69884121134799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	monovalent inorganic cation transport (GO:0015672)	NA	NA	1.73770350151812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	morphogenesis of an epithelium (GO:0002009)	NA	NA	NA	NA	-1.70035045863824	NA	NA	NA	NA	NA	NA	NA	1.73868012509514	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.77812797733929	NA	NA	NA
372	mRNA 3'-end processing (GO:0031124)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41906742089255	-1.46244290279479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	mRNA export from nucleus (GO:0006406)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4836921380148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	mRNA metabolic process (GO:0016071)	NA	-1.46221567101372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	mRNA processing (GO:0006397)	NA	-1.64012929547773	-1.41992469824794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	mRNA splicing, via spliceosome (GO:0000398)	NA	-1.74170748136261	-1.39734542705464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	mRNA stabilization (GO:0048255)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56651714407293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	mRNA transcription (GO:0009299)	NA	-1.80966353299501	NA	NA	NA	1.72680397605382	NA	NA	NA	NA	-1.93112403553439	NA	1.64518178596524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	mRNA transcription from RNA polymerase II promoter (GO:0042789)	NA	-1.72132423398002	NA	NA	NA	NA	NA	NA	NA	NA	-1.86990860317654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	mRNA transport (GO:0051028)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52155745792748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48332492926287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	mucosal immune response (GO:0002385)	NA	NA	NA	NA	-1.80942270649556	NA	NA	NA	NA	NA	NA	1.86502049454852	NA	NA	NA	NA	-1.6423504397151	1.83053067355833	NA	NA	NA	NA	NA	NA	NA	NA
383	muscle contraction (GO:0006936)	NA	NA	1.59713771999273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	muscle organ development (GO:0007517)	NA	NA	NA	NA	-1.49343028533634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	NA	-1.67225704365115	NA	NA	-1.54423355597839	NA	NA	NA	NA	1.51041963465738	-1.66577837998694	NA	1.53696436862	-1.6486219575235	NA	NA	NA	1.84958883644411	NA	NA	NA	NA	NA	NA	NA	NA
386	MyD88-independent toll-like receptor signaling pathway (GO:0002756)	NA	NA	NA	NA	-1.75216586365713	NA	1.65023296070769	NA	NA	1.66254888158208	-1.77137867282692	1.77680775941685	1.88344867182111	-1.72672305725221	NA	NA	NA	1.61326880283133	NA	NA	NA	NA	NA	NA	NA	NA
387	myelination (GO:0042552)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.60038903055133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.78664450981752	NA	NA	NA
388	myeloid cell development (GO:0061515)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62320079307981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	myeloid cell differentiation (GO:0030099)	NA	NA	NA	1.54123874912117	NA	NA	NA	NA	NA	NA	-1.55270808108363	NA	NA	NA	NA	NA	NA	1.61814223613155	NA	NA	NA	NA	NA	NA	NA	NA
390	myeloid leukocyte differentiation (GO:0002573)	NA	NA	NA	1.84852750257862	-2.23496427567149	NA	1.91363354951001	NA	NA	1.94447345653422	-1.97426552617339	2.06856809773251	2.20446997424876	-1.753364517722	NA	NA	NA	NA	NA	1.6728936192842	NA	NA	NA	NA	NA	NA
391	myoblast differentiation (GO:0045445)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75600634347375	NA	NA	NA
392	NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.62335667903109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	NADH dehydrogenase complex assembly (GO:0010257)	NA	-1.68464758192972	-1.55709454868135	-1.44856318961797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70017147751761	NA	NA
394	natural killer cell activation (GO:0030101)	NA	NA	NA	1.6822068009051	-1.76632342606029	NA	NA	NA	NA	1.74636877067306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61480091011934	NA	NA
395	ncRNA metabolic process (GO:0034660)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5815357007563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	ncRNA processing (GO:0034470)	NA	-2.06872896305939	NA	-1.81035637745587	NA	1.32779036078833	1.41650508900976	NA	NA	NA	-1.6307866541502	NA	-1.32360708407813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	negative regulation of angiogenesis (GO:0016525)	NA	-1.63332812386354	1.57949617790706	NA	NA	1.54824988838564	NA	NA	NA	1.87982368278635	-1.89557403638062	NA	1.71765886560242	NA	NA	NA	NA	NA	1.69667250135834	NA	NA	NA	-1.77941669622126	NA	NA	NA
398	negative regulation of anoikis (GO:2000811)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65770199091502	NA	NA	NA
399	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7730590483381	-1.67837071385531	NA	1.77933054201851	-1.69817668778142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	negative regulation of apoptotic process (GO:0043066)	NA	-1.45567883133002	NA	1.29181485610162	-1.72858036528781	NA	1.42887814499313	NA	NA	1.66612221476964	-1.6834178123943	1.46917285362853	1.65893482024138	NA	NA	NA	NA	1.39391027935706	NA	NA	NA	NA	NA	NA	NA	NA
401	negative regulation of apoptotic signaling pathway (GO:2001234)	NA	-1.61533880182592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45247084427878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	negative regulation of B cell activation (GO:0050869)	NA	NA	NA	1.85428112826995	-2.02927167681234	NA	1.68219284603267	NA	NA	1.85179638880559	-1.86694253871855	1.86234529823652	1.86895987074996	NA	NA	NA	-1.77355996368782	NA	NA	1.85278244598821	NA	-1.66878403447086	NA	1.67394211941893	NA	NA
403	negative regulation of binding (GO:0051100)	NA	-1.50538185294029	NA	NA	-1.61559228490891	NA	NA	NA	NA	1.72937242631766	-1.67073723202803	NA	1.77722149094027	NA	NA	NA	NA	NA	1.48816705672967	NA	NA	NA	-1.659464308546	NA	NA	NA
404	negative regulation of blood coagulation (GO:0030195)	NA	-1.74869520314962	1.79936028856644	NA	-1.62932219927787	1.76771542954061	NA	NA	1.77008093985015	1.77595514472387	-1.83309938018152	NA	1.71413946843098	NA	NA	NA	NA	NA	1.66923042050975	NA	NA	NA	NA	NA	NA	NA
405	negative regulation of blood vessel endothelial cell migration (GO:0043537)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.80049931124736	-1.73783207599102	NA	1.8930861207128	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69939370167337	NA	NA	NA
406	negative regulation of blood vessel morphogenesis (GO:2000181)	NA	-1.60432392113148	1.61632516642796	NA	NA	NA	NA	NA	NA	1.83532062492767	-1.81109495391127	NA	1.57262149970637	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80416645435379	NA	NA	NA
407	negative regulation of BMP signaling pathway (GO:0030514)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6677245284664	NA	NA	1.67872375069103	NA	NA	NA	NA	NA	1.83567706753322	NA	NA	NA	-1.84160940356965	NA	NA	NA
408	negative regulation of canonical Wnt signaling pathway (GO:0090090)	NA	-1.3888443858677	NA	NA	-1.31620263211889	NA	NA	1.53734329928507	NA	1.39712513234884	NA	NA	1.29799754923137	NA	1.65613404514609	NA	NA	NA	NA	NA	-1.57681797699701	NA	-1.82277040436915	NA	NA	NA
409	negative regulation of catabolic process (GO:0009895)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80636442300812	NA
410	negative regulation of cell adhesion (GO:0007162)	NA	NA	NA	NA	-1.44693830872775	NA	NA	NA	NA	1.6254284016631	-1.47679224914809	NA	1.61022462348128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
