pathway	DB	n	statistic	df	p	method
glucose transport (GO:0015758)	GO_Biological_Process_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
glutamate metabolic process (GO:0006536)	GO_Biological_Process_2018	63	3.88966049382717	1	0.0486	Kruskal-Wallis
glutamate receptor signaling pathway (GO:0007215)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
glutamine family amino acid catabolic process (GO:0009065)	GO_Biological_Process_2018	63	0.891975308641975	1	0.345	Kruskal-Wallis
glutamine family amino acid metabolic process (GO:0009064)	GO_Biological_Process_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
glutathione derivative biosynthetic process (GO:1901687)	GO_Biological_Process_2018	63	2.12673611111111	1	0.145	Kruskal-Wallis
glutathione derivative metabolic process (GO:1901685)	GO_Biological_Process_2018	63	2.12673611111111	1	0.145	Kruskal-Wallis
glutathione metabolic process (GO:0006749)	GO_Biological_Process_2018	63	0.717785493827165	1	0.397	Kruskal-Wallis
glyceraldehyde-3-phosphate metabolic process (GO:0019682)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
glycerophospholipid biosynthetic process (GO:0046474)	GO_Biological_Process_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
glycerophospholipid catabolic process (GO:0046475)	GO_Biological_Process_2018	63	1.5625	1	0.211	Kruskal-Wallis
glycerophospholipid metabolic process (GO:0006650)	GO_Biological_Process_2018	63	1.5625	1	0.211	Kruskal-Wallis
glycogen biosynthetic process (GO:0005978)	GO_Biological_Process_2018	63	2.41975308641977	1	0.12	Kruskal-Wallis
glycogen catabolic process (GO:0005980)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
glycogen metabolic process (GO:0005977)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
glycolipid biosynthetic process (GO:0009247)	GO_Biological_Process_2018	63	2.46315586419755	1	0.117	Kruskal-Wallis
glycolipid metabolic process (GO:0006664)	GO_Biological_Process_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
glycolytic process (GO:0006096)	GO_Biological_Process_2018	63	1.5625	1	0.211	Kruskal-Wallis
glycolytic process through glucose-6-phosphate (GO:0061620)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
glycoprotein biosynthetic process (GO:0009101)	GO_Biological_Process_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
glycoprotein metabolic process (GO:0009100)	GO_Biological_Process_2018	63	0.40817901234567	1	0.523	Kruskal-Wallis
glycosaminoglycan biosynthetic process (GO:0006024)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
glycosaminoglycan catabolic process (GO:0006027)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
glycosaminoglycan metabolic process (GO:0030203)	GO_Biological_Process_2018	63	0.40817901234567	1	0.523	Kruskal-Wallis
glycosphingolipid biosynthetic process (GO:0006688)	GO_Biological_Process_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
glycosphingolipid metabolic process (GO:0006687)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Golgi organization (GO:0007030)	GO_Biological_Process_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
Golgi to endosome transport (GO:0006895)	GO_Biological_Process_2018	63	2.08641975308643	1	0.149	Kruskal-Wallis
Golgi to plasma membrane protein transport (GO:0043001)	GO_Biological_Process_2018	63	3.36111111111114	1	0.0668	Kruskal-Wallis
Golgi to plasma membrane transport (GO:0006893)	GO_Biological_Process_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
Golgi vesicle transport (GO:0048193)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
gonad development (GO:0008406)	GO_Biological_Process_2018	63	0.865933641975317	1	0.352	Kruskal-Wallis
GPI anchor biosynthetic process (GO:0006506)	GO_Biological_Process_2018	63	3.01408179012347	1	0.0825	Kruskal-Wallis
GPI anchor metabolic process (GO:0006505)	GO_Biological_Process_2018	63	3.31037808641977	1	0.0688	Kruskal-Wallis
granulocyte chemotaxis (GO:0071621)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
growth hormone receptor signaling pathway (GO:0060396)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
GTP metabolic process (GO:0046039)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
guanosine-containing compound metabolic process (GO:1901068)	GO_Biological_Process_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
heart contraction (GO:0060047)	GO_Biological_Process_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
heart development (GO:0007507)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
heart looping (GO:0001947)	GO_Biological_Process_2018	63	1.59741512345681	1	0.206	Kruskal-Wallis
heart morphogenesis (GO:0003007)	GO_Biological_Process_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
heart trabecula morphogenesis (GO:0061384)	GO_Biological_Process_2018	63	0.694444444444457	1	0.405	Kruskal-Wallis
hematopoietic progenitor cell differentiation (GO:0002244)	GO_Biological_Process_2018	63	0.765625	1	0.382	Kruskal-Wallis
heme biosynthetic process (GO:0006783)	GO_Biological_Process_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
hemopoiesis (GO:0030097)	GO_Biological_Process_2018	63	0.173611111111114	1	0.677	Kruskal-Wallis
heparan sulfate proteoglycan biosynthetic process (GO:0015012)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
heparan sulfate proteoglycan metabolic process (GO:0030201)	GO_Biological_Process_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
hepaticobiliary system development (GO:0061008)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
heterocycle biosynthetic process (GO:0018130)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	GO_Biological_Process_2018	63	1.70447530864197	1	0.192	Kruskal-Wallis
heterotypic cell-cell adhesion (GO:0034113)	GO_Biological_Process_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
hexose biosynthetic process (GO:0019319)	GO_Biological_Process_2018	63	3.26003086419752	1	0.071	Kruskal-Wallis
hexose metabolic process (GO:0019318)	GO_Biological_Process_2018	63	0.865933641975317	1	0.352	Kruskal-Wallis
hexose transmembrane transport (GO:0035428)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
high-density lipoprotein particle remodeling (GO:0034375)	GO_Biological_Process_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
hippo signaling (GO:0035329)	GO_Biological_Process_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
histone acetylation (GO:0016573)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
histone deacetylation (GO:0016575)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
histone deubiquitination (GO:0016578)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
histone exchange (GO:0043486)	GO_Biological_Process_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
histone H2A acetylation (GO:0043968)	GO_Biological_Process_2018	63	2.16743827160491	1	0.141	Kruskal-Wallis
histone H2A monoubiquitination (GO:0035518)	GO_Biological_Process_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
histone H2A ubiquitination (GO:0033522)	GO_Biological_Process_2018	63	1.14371141975309	1	0.285	Kruskal-Wallis
histone H3 acetylation (GO:0043966)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
histone H3-K4 methylation (GO:0051568)	GO_Biological_Process_2018	63	1.52797067901233	1	0.216	Kruskal-Wallis
histone H4 acetylation (GO:0043967)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
histone H4-K5 acetylation (GO:0043981)	GO_Biological_Process_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
histone H4-K8 acetylation (GO:0043982)	GO_Biological_Process_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
histone lysine demethylation (GO:0070076)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
histone lysine methylation (GO:0034968)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
histone methylation (GO:0016571)	GO_Biological_Process_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
histone modification (GO:0016570)	GO_Biological_Process_2018	63	2.87114197530866	1	0.0902	Kruskal-Wallis
histone monoubiquitination (GO:0010390)	GO_Biological_Process_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
histone mRNA metabolic process (GO:0008334)	GO_Biological_Process_2018	63	7.48630401234567	1	0.00622	Kruskal-Wallis
histone ubiquitination (GO:0016574)	GO_Biological_Process_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
homologous chromosome segregation (GO:0045143)	GO_Biological_Process_2018	63	2.12673611111111	1	0.145	Kruskal-Wallis
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
homotypic cell-cell adhesion (GO:0034109)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	GO_Biological_Process_2018	63	2.46315586419755	1	0.117	Kruskal-Wallis
hyaluronan catabolic process (GO:0030214)	GO_Biological_Process_2018	63	1.08506944444446	1	0.298	Kruskal-Wallis
hyaluronan metabolic process (GO:0030212)	GO_Biological_Process_2018	63	0.972415123456813	1	0.324	Kruskal-Wallis
hydrogen ion transmembrane transport (GO:1902600)	GO_Biological_Process_2018	63	2.25	1	0.134	Kruskal-Wallis
hydrogen peroxide metabolic process (GO:0042743)	GO_Biological_Process_2018	63	0.918402777777771	1	0.338	Kruskal-Wallis
I-kappaB kinase/NF-kappaB signaling (GO:0007249)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
icosanoid metabolic process (GO:0006690)	GO_Biological_Process_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
immune response-activating cell surface receptor signaling pathway (GO:0002429)	GO_Biological_Process_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
in utero embryonic development (GO:0001701)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
inactivation of MAPK activity (GO:0000188)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
inflammatory response (GO:0006954)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
inner dynein arm assembly (GO:0036159)	GO_Biological_Process_2018	63	2.68595679012347	1	0.101	Kruskal-Wallis
inner ear morphogenesis (GO:0042472)	GO_Biological_Process_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
inner mitochondrial membrane organization (GO:0007007)	GO_Biological_Process_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
inorganic anion transmembrane transport (GO:0098661)	GO_Biological_Process_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
inorganic anion transport (GO:0015698)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
inorganic cation import across plasma membrane (GO:0098659)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
inorganic cation transmembrane transport (GO:0098662)	GO_Biological_Process_2018	63	0.25	1	0.617	Kruskal-Wallis
inositol lipid-mediated signaling (GO:0048017)	GO_Biological_Process_2018	63	1.02797067901233	1	0.311	Kruskal-Wallis
inositol phosphate metabolic process (GO:0043647)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
inositol phosphate-mediated signaling (GO:0048016)	GO_Biological_Process_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
insulin receptor signaling pathway (GO:0008286)	GO_Biological_Process_2018	63	2.37673611111111	1	0.123	Kruskal-Wallis
insulin secretion (GO:0030073)	GO_Biological_Process_2018	63	2.55111882716051	1	0.11	Kruskal-Wallis
integrin-mediated signaling pathway (GO:0007229)	GO_Biological_Process_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
interferon-gamma-mediated signaling pathway (GO:0060333)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
interleukin-1-mediated signaling pathway (GO:0070498)	GO_Biological_Process_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
interleukin-12-mediated signaling pathway (GO:0035722)	GO_Biological_Process_2018	63	0.023341049382708	1	0.879	Kruskal-Wallis
interleukin-7-mediated signaling pathway (GO:0038111)	GO_Biological_Process_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
internal peptidyl-lysine acetylation (GO:0018393)	GO_Biological_Process_2018	63	0.815007716049394	1	0.367	Kruskal-Wallis
interstrand cross-link repair (GO:0036297)	GO_Biological_Process_2018	63	1	1	0.317	Kruskal-Wallis
intra-Golgi vesicle-mediated transport (GO:0006891)	GO_Biological_Process_2018	63	1.20389660493825	1	0.273	Kruskal-Wallis
intracellular estrogen receptor signaling pathway (GO:0030520)	GO_Biological_Process_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
intracellular pH reduction (GO:0051452)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
intracellular protein transport (GO:0006886)	GO_Biological_Process_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
intracellular steroid hormone receptor signaling pathway (GO:0030518)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
intracellular transport of virus (GO:0075733)	GO_Biological_Process_2018	63	1.5625	1	0.211	Kruskal-Wallis
intraciliary transport (GO:0042073)	GO_Biological_Process_2018	63	2.77777777777777	1	0.0956	Kruskal-Wallis
intraciliary transport involved in cilium assembly (GO:0035735)	GO_Biological_Process_2018	63	2.73167438271605	1	0.0984	Kruskal-Wallis
intrinsic apoptotic signaling pathway (GO:0097193)	GO_Biological_Process_2018	63	0.25	1	0.617	Kruskal-Wallis
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	GO_Biological_Process_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	GO_Biological_Process_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
ion transmembrane transport (GO:0034220)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
ion transport (GO:0006811)	GO_Biological_Process_2018	63	1.08506944444446	1	0.298	Kruskal-Wallis
IRE1-mediated unfolded protein response (GO:0036498)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
iron ion homeostasis (GO:0055072)	GO_Biological_Process_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
iron-sulfur cluster assembly (GO:0016226)	GO_Biological_Process_2018	63	8.02777777777777	1	0.00461	Kruskal-Wallis
JAK-STAT cascade (GO:0007259)	GO_Biological_Process_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
JNK cascade (GO:0007254)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
keratan sulfate biosynthetic process (GO:0018146)	GO_Biological_Process_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
keratan sulfate metabolic process (GO:0042339)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
keratinocyte differentiation (GO:0030216)	GO_Biological_Process_2018	63	0.865933641975317	1	0.352	Kruskal-Wallis
kidney development (GO:0001822)	GO_Biological_Process_2018	63	1.4266975308642	1	0.232	Kruskal-Wallis
L-alpha-amino acid transmembrane transport (GO:1902475)	GO_Biological_Process_2018	63	3.41222993827157	1	0.0647	Kruskal-Wallis
L-amino acid transport (GO:0015807)	GO_Biological_Process_2018	63	5.84027777777777	1	0.0157	Kruskal-Wallis
lamellipodium assembly (GO:0030032)	GO_Biological_Process_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
lamellipodium organization (GO:0097581)	GO_Biological_Process_2018	63	0.356674382716051	1	0.55	Kruskal-Wallis
leukocyte adhesion to vascular endothelial cell (GO:0061756)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
leukocyte cell-cell adhesion (GO:0007159)	GO_Biological_Process_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
leukocyte tethering or rolling (GO:0050901)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
leukotriene biosynthetic process (GO:0019370)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
leukotriene metabolic process (GO:0006691)	GO_Biological_Process_2018	63	2.37673611111111	1	0.123	Kruskal-Wallis
limb development (GO:0060173)	GO_Biological_Process_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
limb morphogenesis (GO:0035108)	GO_Biological_Process_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
linoleic acid metabolic process (GO:0043651)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
lipid biosynthetic process (GO:0008610)	GO_Biological_Process_2018	63	0.0625	1	0.803	Kruskal-Wallis
lipid catabolic process (GO:0016042)	GO_Biological_Process_2018	63	2.37673611111111	1	0.123	Kruskal-Wallis
lipid homeostasis (GO:0055088)	GO_Biological_Process_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
lipid modification (GO:0030258)	GO_Biological_Process_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
lipid phosphorylation (GO:0046834)	GO_Biological_Process_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
lipid translocation (GO:0034204)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
lipid transport (GO:0006869)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
lipopolysaccharide-mediated signaling pathway (GO:0031663)	GO_Biological_Process_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
lipoxygenase pathway (GO:0019372)	GO_Biological_Process_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
liver development (GO:0001889)	GO_Biological_Process_2018	63	1.29706790123456	1	0.255	Kruskal-Wallis
long-chain fatty acid metabolic process (GO:0001676)	GO_Biological_Process_2018	63	1.29706790123456	1	0.255	Kruskal-Wallis
long-chain fatty acid transport (GO:0015909)	GO_Biological_Process_2018	63	5.0625	1	0.0244	Kruskal-Wallis
long-chain fatty-acyl-CoA biosynthetic process (GO:0035338)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	GO_Biological_Process_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
long-term memory (GO:0007616)	GO_Biological_Process_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
long-term synaptic potentiation (GO:0060291)	GO_Biological_Process_2018	63	2.41975308641977	1	0.12	Kruskal-Wallis
lung development (GO:0030324)	GO_Biological_Process_2018	63	4.05574845679016	1	0.044	Kruskal-Wallis
lymphocyte chemotaxis (GO:0048247)	GO_Biological_Process_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
lymphocyte differentiation (GO:0030098)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
lymphocyte proliferation (GO:0046651)	GO_Biological_Process_2018	63	0.000771604938250903	1	0.978	Kruskal-Wallis
lysosomal transport (GO:0007041)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
lysosome localization (GO:0032418)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
lysosome organization (GO:0007040)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
lytic vacuole organization (GO:0080171)	GO_Biological_Process_2018	63	1	1	0.317	Kruskal-Wallis
macroautophagy (GO:0016236)	GO_Biological_Process_2018	63	0.891975308641975	1	0.345	Kruskal-Wallis
macromolecular complex assembly (GO:0065003)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
macromolecule biosynthetic process (GO:0009059)	GO_Biological_Process_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
macromolecule catabolic process (GO:0009057)	GO_Biological_Process_2018	63	1.02797067901233	1	0.311	Kruskal-Wallis
macromolecule modification (GO:0043412)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
macrophage activation (GO:0042116)	GO_Biological_Process_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
maintenance of protein localization in organelle (GO:0072595)	GO_Biological_Process_2018	63	0.891975308641975	1	0.345	Kruskal-Wallis
maintenance of protein location in nucleus (GO:0051457)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
male gamete generation (GO:0048232)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
male gonad development (GO:0008584)	GO_Biological_Process_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
mammary gland development (GO:0030879)	GO_Biological_Process_2018	63	1.74093364197532	1	0.187	Kruskal-Wallis
MAPK cascade (GO:0000165)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
maturation of 5.8S rRNA (GO:0000460)	GO_Biological_Process_2018	63	2.96604938271605	1	0.085	Kruskal-Wallis
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	GO_Biological_Process_2018	63	3.41222993827157	1	0.0647	Kruskal-Wallis
maturation of LSU-rRNA (GO:0000470)	GO_Biological_Process_2018	63	3.67361111111111	1	0.0553	Kruskal-Wallis
maturation of SSU-rRNA (GO:0030490)	GO_Biological_Process_2018	63	3.62056327160491	1	0.0571	Kruskal-Wallis
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	GO_Biological_Process_2018	63	2.37673611111111	1	0.123	Kruskal-Wallis
meiosis I (GO:0007127)	GO_Biological_Process_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
melanosome localization (GO:0032400)	GO_Biological_Process_2018	63	2.73167438271605	1	0.0984	Kruskal-Wallis
melanosome organization (GO:0032438)	GO_Biological_Process_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
melanosome transport (GO:0032402)	GO_Biological_Process_2018	63	2.00694444444446	1	0.157	Kruskal-Wallis
membrane assembly (GO:0071709)	GO_Biological_Process_2018	63	1.96778549382717	1	0.161	Kruskal-Wallis
membrane depolarization (GO:0051899)	GO_Biological_Process_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
membrane depolarization during action potential (GO:0086010)	GO_Biological_Process_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
membrane depolarization during cardiac muscle cell action potential (GO:0086012)	GO_Biological_Process_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
membrane fusion (GO:0061025)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
membrane lipid biosynthetic process (GO:0046467)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
membrane lipid metabolic process (GO:0006643)	GO_Biological_Process_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
membrane protein ectodomain proteolysis (GO:0006509)	GO_Biological_Process_2018	63	1.29706790123456	1	0.255	Kruskal-Wallis
membrane protein intracellular domain proteolysis (GO:0031293)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
membrane protein proteolysis (GO:0033619)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
membrane repolarization during cardiac muscle cell action potential (GO:0086013)	GO_Biological_Process_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
mesenchymal cell development (GO:0014031)	GO_Biological_Process_2018	63	2.25	1	0.134	Kruskal-Wallis
mesenchymal cell differentiation (GO:0048762)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
mesenchyme development (GO:0060485)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
mesenchyme morphogenesis (GO:0072132)	GO_Biological_Process_2018	63	0.444444444444457	1	0.505	Kruskal-Wallis
mesoderm development (GO:0007498)	GO_Biological_Process_2018	63	1.32889660493825	1	0.249	Kruskal-Wallis
mesoderm formation (GO:0001707)	GO_Biological_Process_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
mesonephric tubule development (GO:0072164)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
metal ion homeostasis (GO:0055065)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
metal ion transport (GO:0030001)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
metanephros development (GO:0001656)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
metaphase plate congression (GO:0051310)	GO_Biological_Process_2018	63	0.0625	1	0.803	Kruskal-Wallis
microtubule bundle formation (GO:0001578)	GO_Biological_Process_2018	63	2.08641975308643	1	0.149	Kruskal-Wallis
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	GO_Biological_Process_2018	63	0.694444444444457	1	0.405	Kruskal-Wallis
microtubule nucleation (GO:0007020)	GO_Biological_Process_2018	63	1.20389660493825	1	0.273	Kruskal-Wallis
microtubule polymerization (GO:0046785)	GO_Biological_Process_2018	63	0.815007716049394	1	0.367	Kruskal-Wallis
microtubule polymerization or depolymerization (GO:0031109)	GO_Biological_Process_2018	63	2.37673611111111	1	0.123	Kruskal-Wallis
miRNA metabolic process (GO:0010586)	GO_Biological_Process_2018	63	2.2085262345679	1	0.137	Kruskal-Wallis
misfolded or incompletely synthesized protein catabolic process (GO:0006515)	GO_Biological_Process_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
mismatch repair (GO:0006298)	GO_Biological_Process_2018	63	8.34567901234567	1	0.00387	Kruskal-Wallis
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	GO_Biological_Process_2018	63	0.390625	1	0.532	Kruskal-Wallis
mitochondrial calcium ion homeostasis (GO:0051560)	GO_Biological_Process_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
mitochondrial calcium ion transmembrane transport (GO:0006851)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	GO_Biological_Process_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
mitochondrial fission (GO:0000266)	GO_Biological_Process_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
mitochondrial fusion (GO:0008053)	GO_Biological_Process_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
mitochondrial gene expression (GO:0140053)	GO_Biological_Process_2018	63	1.46006944444446	1	0.227	Kruskal-Wallis
mitochondrial membrane organization (GO:0007006)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
