pathway	DB	n	statistic	df	p	method
Tryptophan metabolism	KEGG_2019_Human	63	0.173611111111114	1	0.677	Kruskal-Wallis
Tuberculosis	KEGG_2019_Human	63	0.23630401234567	1	0.627	Kruskal-Wallis
Type I diabetes mellitus	KEGG_2019_Human	63	0.293402777777771	1	0.588	Kruskal-Wallis
Type II diabetes mellitus	KEGG_2019_Human	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Tyrosine metabolism	KEGG_2019_Human	63	0.840277777777771	1	0.359	Kruskal-Wallis
Ubiquitin mediated proteolysis	KEGG_2019_Human	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Valine, leucine and isoleucine degradation	KEGG_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
Vascular smooth muscle contraction	KEGG_2019_Human	63	1.17361111111111	1	0.279	Kruskal-Wallis
Vasopressin-regulated water reabsorption	KEGG_2019_Human	63	0.32426697530866	1	0.569	Kruskal-Wallis
VEGF signaling pathway	KEGG_2019_Human	63	0.541859567901241	1	0.462	Kruskal-Wallis
Vibrio cholerae infection	KEGG_2019_Human	63	0.356674382716051	1	0.55	Kruskal-Wallis
Viral carcinogenesis	KEGG_2019_Human	63	0.30864197530866	1	0.579	Kruskal-Wallis
Viral myocarditis	KEGG_2019_Human	63	0.426118827160508	1	0.514	Kruskal-Wallis
Vitamin digestion and absorption	KEGG_2019_Human	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Wnt signaling pathway	KEGG_2019_Human	63	0	1	1	Kruskal-Wallis
