pathway	DB	n	statistic	df	p	method
inward rectifier potassium channel activity (GO:0005242)	GO_Molecular_Function_2018	63	2.16743827160491	1	0.141	Kruskal-Wallis
ion antiporter activity (GO:0099516)	GO_Molecular_Function_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
ion channel activity (GO:0005216)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
ion channel inhibitor activity (GO:0008200)	GO_Molecular_Function_2018	63	1.59741512345681	1	0.206	Kruskal-Wallis
ion gated channel activity (GO:0022839)	GO_Molecular_Function_2018	63	0.521604938271565	1	0.47	Kruskal-Wallis
ion transmembrane transporter activity (GO:0015075)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
ionotropic glutamate receptor activity (GO:0004970)	GO_Molecular_Function_2018	63	1.46006944444446	1	0.227	Kruskal-Wallis
iron ion binding (GO:0005506)	GO_Molecular_Function_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	GO_Molecular_Function_2018	63	0.5625	1	0.453	Kruskal-Wallis
kinase activator activity (GO:0019209)	GO_Molecular_Function_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
kinase activity (GO:0016301)	GO_Molecular_Function_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
kinase binding (GO:0019900)	GO_Molecular_Function_2018	63	0.24928774928776	1	0.618	Kruskal-Wallis
kinase inhibitor activity (GO:0019210)	GO_Molecular_Function_2018	63	1.14371141975309	1	0.285	Kruskal-Wallis
kinesin binding (GO:0019894)	GO_Molecular_Function_2018	63	1.5625	1	0.211	Kruskal-Wallis
L-amino acid transmembrane transporter activity (GO:0015179)	GO_Molecular_Function_2018	63	2.00694444444446	1	0.157	Kruskal-Wallis
leak channel activity (GO:0022840)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
ligand-dependent nuclear receptor binding (GO:0016922)	GO_Molecular_Function_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
ligand-dependent nuclear receptor transcription coactivator activity (GO:0030374)	GO_Molecular_Function_2018	63	1	1	0.317	Kruskal-Wallis
ligand-gated calcium channel activity (GO:0099604)	GO_Molecular_Function_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
ligand-gated cation channel activity (GO:0099094)	GO_Molecular_Function_2018	63	1.20389660493825	1	0.273	Kruskal-Wallis
ligand-gated channel activity (GO:0022834)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
ligand-gated ion channel activity (GO:0015276)	GO_Molecular_Function_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
lipase activity (GO:0016298)	GO_Molecular_Function_2018	63	1.17361111111111	1	0.279	Kruskal-Wallis
lipoprotein particle binding (GO:0071813)	GO_Molecular_Function_2018	63	1.02797067901233	1	0.311	Kruskal-Wallis
lipoprotein particle receptor activity (GO:0030228)	GO_Molecular_Function_2018	63	1.59741512345681	1	0.206	Kruskal-Wallis
lipoprotein particle receptor binding (GO:0070325)	GO_Molecular_Function_2018	63	3.21006944444446	1	0.0732	Kruskal-Wallis
low-density lipoprotein particle binding (GO:0030169)	GO_Molecular_Function_2018	63	0.356674382716051	1	0.55	Kruskal-Wallis
low-density lipoprotein particle receptor binding (GO:0050750)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
lysine N-methyltransferase activity (GO:0016278)	GO_Molecular_Function_2018	63	2.68595679012347	1	0.101	Kruskal-Wallis
lysine-acetylated histone binding (GO:0070577)	GO_Molecular_Function_2018	63	6.53086419753086	1	0.0106	Kruskal-Wallis
lysophosphatidic acid acyltransferase activity (GO:0042171)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
lysophospholipase activity (GO:0004622)	GO_Molecular_Function_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
magnesium ion binding (GO:0000287)	GO_Molecular_Function_2018	63	0.340277777777771	1	0.56	Kruskal-Wallis
manganese ion binding (GO:0030145)	GO_Molecular_Function_2018	63	2.50694444444446	1	0.113	Kruskal-Wallis
mannosyltransferase activity (GO:0000030)	GO_Molecular_Function_2018	63	1.66840277777777	1	0.196	Kruskal-Wallis
MAP kinase kinase kinase activity (GO:0004709)	GO_Molecular_Function_2018	63	0.0625	1	0.803	Kruskal-Wallis
metal ion binding (GO:0046872)	GO_Molecular_Function_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
metal ion transmembrane transporter activity (GO:0046873)	GO_Molecular_Function_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
metalloaminopeptidase activity (GO:0070006)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
metallocarboxypeptidase activity (GO:0004181)	GO_Molecular_Function_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
metalloendopeptidase activity (GO:0004222)	GO_Molecular_Function_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
metalloexopeptidase activity (GO:0008235)	GO_Molecular_Function_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
metallopeptidase activity (GO:0008237)	GO_Molecular_Function_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
methyl-CpG binding (GO:0008327)	GO_Molecular_Function_2018	63	0.463155864197546	1	0.496	Kruskal-Wallis
methylated histone binding (GO:0035064)	GO_Molecular_Function_2018	63	3.21006944444446	1	0.0732	Kruskal-Wallis
methylation-dependent protein binding (GO:0140034)	GO_Molecular_Function_2018	63	1.92901234567901	1	0.165	Kruskal-Wallis
methyltransferase activity (GO:0008168)	GO_Molecular_Function_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
MHC class II protein complex binding (GO:0023026)	GO_Molecular_Function_2018	63	1.265625	1	0.261	Kruskal-Wallis
MHC protein binding (GO:0042287)	GO_Molecular_Function_2018	63	0.140625	1	0.708	Kruskal-Wallis
MHC protein complex binding (GO:0023023)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
microfilament motor activity (GO:0000146)	GO_Molecular_Function_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
microtubule binding (GO:0008017)	GO_Molecular_Function_2018	63	4	1	0.0455	Kruskal-Wallis
microtubule motor activity (GO:0003777)	GO_Molecular_Function_2018	63	3.31037808641977	1	0.0688	Kruskal-Wallis
miRNA binding (GO:0035198)	GO_Molecular_Function_2018	63	0.694444444444457	1	0.405	Kruskal-Wallis
mitogen-activated protein kinase binding (GO:0051019)	GO_Molecular_Function_2018	63	4.93827160493825	1	0.0263	Kruskal-Wallis
mitogen-activated protein kinase kinase binding (GO:0031434)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
monocarboxylic acid binding (GO:0033293)	GO_Molecular_Function_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
monocarboxylic acid transmembrane transporter activity (GO:0008028)	GO_Molecular_Function_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
monovalent inorganic cation transmembrane transporter activity (GO:0015077)	GO_Molecular_Function_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
motor activity (GO:0003774)	GO_Molecular_Function_2018	63	2.46315586419755	1	0.117	Kruskal-Wallis
mRNA 3'-UTR binding (GO:0003730)	GO_Molecular_Function_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
mRNA 5'-UTR binding (GO:0048027)	GO_Molecular_Function_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
mRNA binding (GO:0003729)	GO_Molecular_Function_2018	63	0.140625	1	0.708	Kruskal-Wallis
muscle alpha-actinin binding (GO:0051371)	GO_Molecular_Function_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
myosin binding (GO:0017022)	GO_Molecular_Function_2018	63	0.717785493827165	1	0.397	Kruskal-Wallis
myosin V binding (GO:0031489)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
N-acetyltransferase activity (GO:0008080)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
N-acyltransferase activity (GO:0016410)	GO_Molecular_Function_2018	63	0.173611111111114	1	0.677	Kruskal-Wallis
N-methyltransferase activity (GO:0008170)	GO_Molecular_Function_2018	63	6.18074845679016	1	0.0129	Kruskal-Wallis
NAD binding (GO:0051287)	GO_Molecular_Function_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
NAD+ ADP-ribosyltransferase activity (GO:0003950)	GO_Molecular_Function_2018	63	2.08641975308643	1	0.149	Kruskal-Wallis
NADH dehydrogenase (quinone) activity (GO:0050136)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
NADH dehydrogenase (ubiquinone) activity (GO:0008137)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
NADP binding (GO:0050661)	GO_Molecular_Function_2018	63	1.74093364197532	1	0.187	Kruskal-Wallis
neuropeptide binding (GO:0042923)	GO_Molecular_Function_2018	63	0.918402777777771	1	0.338	Kruskal-Wallis
neuropeptide hormone activity (GO:0005184)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
neuropeptide receptor activity (GO:0008188)	GO_Molecular_Function_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
neuropilin binding (GO:0038191)	GO_Molecular_Function_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)	GO_Molecular_Function_2018	63	0.140625	1	0.708	Kruskal-Wallis
neutral amino acid transmembrane transporter activity (GO:0015175)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
NF-kappaB binding (GO:0051059)	GO_Molecular_Function_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
Notch binding (GO:0005112)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
nuclear hormone receptor binding (GO:0035257)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
nuclear localization sequence binding (GO:0008139)	GO_Molecular_Function_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
nuclease activity (GO:0004518)	GO_Molecular_Function_2018	63	0.0625	1	0.803	Kruskal-Wallis
nucleobase-containing compound kinase activity (GO:0019205)	GO_Molecular_Function_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
nucleoside diphosphate kinase activity (GO:0004550)	GO_Molecular_Function_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
nucleoside-triphosphatase activity (GO:0017111)	GO_Molecular_Function_2018	63	2.25	1	0.134	Kruskal-Wallis
nucleosomal DNA binding (GO:0031492)	GO_Molecular_Function_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
nucleotide kinase activity (GO:0019201)	GO_Molecular_Function_2018	63	0.140625	1	0.708	Kruskal-Wallis
nucleotidyltransferase activity (GO:0016779)	GO_Molecular_Function_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
O-acyltransferase activity (GO:0008374)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
olfactory receptor activity (GO:0004984)	GO_Molecular_Function_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
organic anion transmembrane transporter activity (GO:0008514)	GO_Molecular_Function_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
organic cation transmembrane transporter activity (GO:0015101)	GO_Molecular_Function_2018	63	0	1	1	Kruskal-Wallis
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)	GO_Molecular_Function_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	GO_Molecular_Function_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen (GO:0016712)	GO_Molecular_Function_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	GO_Molecular_Function_2018	63	0.918402777777771	1	0.338	Kruskal-Wallis
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	GO_Molecular_Function_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	GO_Molecular_Function_2018	63	2.2085262345679	1	0.137	Kruskal-Wallis
oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)	GO_Molecular_Function_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)	GO_Molecular_Function_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405)	GO_Molecular_Function_2018	63	2.96604938271605	1	0.085	Kruskal-Wallis
palmitoyltransferase activity (GO:0016409)	GO_Molecular_Function_2018	63	0.0625	1	0.803	Kruskal-Wallis
PDZ domain binding (GO:0030165)	GO_Molecular_Function_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
peptidase activator activity (GO:0016504)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
peptidase activator activity involved in apoptotic process (GO:0016505)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
peptidase activity, acting on L-amino acid peptides (GO:0070011)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
peptidase inhibitor activity (GO:0030414)	GO_Molecular_Function_2018	63	3.62056327160491	1	0.0571	Kruskal-Wallis
peptide N-acetyltransferase activity (GO:0034212)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
peptide-lysine-N-acetyltransferase activity (GO:0061733)	GO_Molecular_Function_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
peptidyl-prolyl cis-trans isomerase activity (GO:0003755)	GO_Molecular_Function_2018	63	4.45679012345681	1	0.0348	Kruskal-Wallis
phosphatase activity (GO:0016791)	GO_Molecular_Function_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
phosphatase binding (GO:0019902)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
phosphatase inhibitor activity (GO:0019212)	GO_Molecular_Function_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
phosphatidic acid binding (GO:0070300)	GO_Molecular_Function_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
phosphatidylinositol 3-kinase activity (GO:0035004)	GO_Molecular_Function_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
phosphatidylinositol binding (GO:0035091)	GO_Molecular_Function_2018	63	0.521604938271565	1	0.47	Kruskal-Wallis
phosphatidylinositol bisphosphate binding (GO:1902936)	GO_Molecular_Function_2018	63	0.891975308641975	1	0.345	Kruskal-Wallis
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
phosphatidylinositol kinase activity (GO:0052742)	GO_Molecular_Function_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
phosphatidylinositol phosphate binding (GO:1901981)	GO_Molecular_Function_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
phosphatidylinositol phosphate kinase activity (GO:0016307)	GO_Molecular_Function_2018	63	0.444444444444457	1	0.505	Kruskal-Wallis
phosphatidylinositol phospholipase C activity (GO:0004435)	GO_Molecular_Function_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
phosphatidylinositol-3-phosphate binding (GO:0032266)	GO_Molecular_Function_2018	63	1.70447530864197	1	0.192	Kruskal-Wallis
phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018)	GO_Molecular_Function_2018	63	3.83506944444446	1	0.0502	Kruskal-Wallis
phosphatidylinositol-4-phosphate binding (GO:0070273)	GO_Molecular_Function_2018	63	2.55111882716051	1	0.11	Kruskal-Wallis
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	GO_Molecular_Function_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	GO_Molecular_Function_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
phospholipase A2 activity (GO:0004623)	GO_Molecular_Function_2018	63	2.59567901234567	1	0.107	Kruskal-Wallis
phospholipase activity (GO:0004620)	GO_Molecular_Function_2018	63	0.521604938271565	1	0.47	Kruskal-Wallis
phospholipase C activity (GO:0004629)	GO_Molecular_Function_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
phospholipid transporter activity (GO:0005548)	GO_Molecular_Function_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
phospholipid-translocating ATPase activity (GO:0004012)	GO_Molecular_Function_2018	63	1.23456790123456	1	0.267	Kruskal-Wallis
phosphoprotein phosphatase activity (GO:0004721)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
phosphoric diester hydrolase activity (GO:0008081)	GO_Molecular_Function_2018	63	1.23456790123456	1	0.267	Kruskal-Wallis
phosphoric ester hydrolase activity (GO:0042578)	GO_Molecular_Function_2018	63	1.08506944444446	1	0.298	Kruskal-Wallis
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	GO_Molecular_Function_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
phosphotransferase activity, phosphate group as acceptor (GO:0016776)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
phosphotyrosine residue binding (GO:0001784)	GO_Molecular_Function_2018	63	0.918402777777771	1	0.338	Kruskal-Wallis
poly-purine tract binding (GO:0070717)	GO_Molecular_Function_2018	63	2.25	1	0.134	Kruskal-Wallis
poly-pyrimidine tract binding (GO:0008187)	GO_Molecular_Function_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
poly(U) RNA binding (GO:0008266)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
polypeptide N-acetylgalactosaminyltransferase activity (GO:0004653)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
polyubiquitin modification-dependent protein binding (GO:0031593)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
potassium channel activity (GO:0005267)	GO_Molecular_Function_2018	63	1.08506944444446	1	0.298	Kruskal-Wallis
potassium channel regulator activity (GO:0015459)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
potassium ion antiporter activity (GO:0022821)	GO_Molecular_Function_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
potassium ion leak channel activity (GO:0022841)	GO_Molecular_Function_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
potassium ion transmembrane transporter activity (GO:0015079)	GO_Molecular_Function_2018	63	0.023341049382708	1	0.879	Kruskal-Wallis
pre-mRNA binding (GO:0036002)	GO_Molecular_Function_2018	63	2.25	1	0.134	Kruskal-Wallis
protease binding (GO:0002020)	GO_Molecular_Function_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
proteasome binding (GO:0070628)	GO_Molecular_Function_2018	63	0.444444444444457	1	0.505	Kruskal-Wallis
protein binding involved in cell-cell adhesion (GO:0098632)	GO_Molecular_Function_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
protein deacetylase activity (GO:0033558)	GO_Molecular_Function_2018	63	5.77334104938268	1	0.0163	Kruskal-Wallis
protein disulfide isomerase activity (GO:0003756)	GO_Molecular_Function_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
protein heterodimerization activity (GO:0046982)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
protein homodimerization activity (GO:0042803)	GO_Molecular_Function_2018	63	0.00125976316454057	1	0.972	Kruskal-Wallis
protein kinase A regulatory subunit binding (GO:0034237)	GO_Molecular_Function_2018	63	2.50694444444446	1	0.113	Kruskal-Wallis
protein kinase activator activity (GO:0030295)	GO_Molecular_Function_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
protein kinase activity (GO:0004672)	GO_Molecular_Function_2018	63	0.000453514739263028	1	0.983	Kruskal-Wallis
protein kinase binding (GO:0019901)	GO_Molecular_Function_2018	63	0.55320808224036	1	0.457	Kruskal-Wallis
protein kinase C binding (GO:0005080)	GO_Molecular_Function_2018	63	0.5625	1	0.453	Kruskal-Wallis
protein kinase inhibitor activity (GO:0004860)	GO_Molecular_Function_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
protein kinase regulator activity (GO:0019887)	GO_Molecular_Function_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
protein methyltransferase activity (GO:0008276)	GO_Molecular_Function_2018	63	1.52797067901233	1	0.216	Kruskal-Wallis
protein phosphatase 2A binding (GO:0051721)	GO_Molecular_Function_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
protein phosphatase binding (GO:0019903)	GO_Molecular_Function_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
protein phosphatase inhibitor activity (GO:0004864)	GO_Molecular_Function_2018	63	1.92901234567901	1	0.165	Kruskal-Wallis
protein phosphatase regulator activity (GO:0019888)	GO_Molecular_Function_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
protein phosphorylated amino acid binding (GO:0045309)	GO_Molecular_Function_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
protein serine/threonine kinase activator activity (GO:0043539)	GO_Molecular_Function_2018	63	0	1	1	Kruskal-Wallis
protein serine/threonine kinase activity (GO:0004674)	GO_Molecular_Function_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
protein serine/threonine kinase inhibitor activity (GO:0030291)	GO_Molecular_Function_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
protein serine/threonine phosphatase activity (GO:0004722)	GO_Molecular_Function_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
protein transmembrane transporter activity (GO:0008320)	GO_Molecular_Function_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
protein transporter activity (GO:0008565)	GO_Molecular_Function_2018	63	3.16049382716051	1	0.0754	Kruskal-Wallis
protein tyrosine kinase activity (GO:0004713)	GO_Molecular_Function_2018	63	0.0625	1	0.803	Kruskal-Wallis
protein tyrosine kinase binding (GO:1990782)	GO_Molecular_Function_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
protein tyrosine phosphatase activity (GO:0004725)	GO_Molecular_Function_2018	63	0.40817901234567	1	0.523	Kruskal-Wallis
protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
protein-cysteine S-acyltransferase activity (GO:0019707)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
protein-cysteine S-palmitoyltransferase activity (GO:0019706)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
protein-lysine N-methyltransferase activity (GO:0016279)	GO_Molecular_Function_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
proton-transporting ATPase activity, rotational mechanism (GO:0046961)	GO_Molecular_Function_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
purine ribonucleoside binding (GO:0032550)	GO_Molecular_Function_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
purine ribonucleoside triphosphate binding (GO:0035639)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
purinergic nucleotide receptor activity (GO:0001614)	GO_Molecular_Function_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
pyrophosphatase activity (GO:0016462)	GO_Molecular_Function_2018	63	4.81558641975309	1	0.0282	Kruskal-Wallis
R-SMAD binding (GO:0070412)	GO_Molecular_Function_2018	63	0.173611111111114	1	0.677	Kruskal-Wallis
Rab GTPase binding (GO:0017137)	GO_Molecular_Function_2018	63	7.26003086419752	1	0.00705	Kruskal-Wallis
Rab guanyl-nucleotide exchange factor activity (GO:0017112)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Rac GTPase binding (GO:0048365)	GO_Molecular_Function_2018	63	0.5625	1	0.453	Kruskal-Wallis
Ran GTPase binding (GO:0008536)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
Ras GTPase binding (GO:0017016)	GO_Molecular_Function_2018	63	3.72704475308643	1	0.0535	Kruskal-Wallis
receptor antagonist activity (GO:0048019)	GO_Molecular_Function_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
receptor tyrosine kinase binding (GO:0030971)	GO_Molecular_Function_2018	63	2.59567901234567	1	0.107	Kruskal-Wallis
regulatory region DNA binding (GO:0000975)	GO_Molecular_Function_2018	63	2.55111882716051	1	0.11	Kruskal-Wallis
repressing transcription factor binding (GO:0070491)	GO_Molecular_Function_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
retinoic acid receptor binding (GO:0042974)	GO_Molecular_Function_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
retinoid binding (GO:0005501)	GO_Molecular_Function_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
retinol dehydrogenase activity (GO:0004745)	GO_Molecular_Function_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Rho GTPase binding (GO:0017048)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Rho guanyl-nucleotide exchange factor activity (GO:0005089)	GO_Molecular_Function_2018	63	4.22530864197532	1	0.0398	Kruskal-Wallis
ribonuclease activity (GO:0004540)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
ribosome binding (GO:0043022)	GO_Molecular_Function_2018	63	2.2085262345679	1	0.137	Kruskal-Wallis
RNA binding (GO:0003723)	GO_Molecular_Function_2018	63	3.17992916174734	1	0.0745	Kruskal-Wallis
RNA cap binding (GO:0000339)	GO_Molecular_Function_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
RNA helicase activity (GO:0003724)	GO_Molecular_Function_2018	63	0.463155864197546	1	0.496	Kruskal-Wallis
RNA methyltransferase activity (GO:0008173)	GO_Molecular_Function_2018	63	1.96778549382717	1	0.161	Kruskal-Wallis
RNA polymerase binding (GO:0070063)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
RNA polymerase core enzyme binding (GO:0043175)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
