pathway	DB	n	statistic	df	p	method
Pancreatic adenocarcinoma pathway WP4263	WikiPathways_2019_Human	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Parkin-Ubiquitin Proteasomal System pathway WP2359	WikiPathways_2019_Human	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Parkinsons Disease Pathway WP2371	WikiPathways_2019_Human	63	0.0557484567901554	1	0.813	Kruskal-Wallis
Pathogenic Escherichia coli infection WP2272	WikiPathways_2019_Human	63	0.26408179012347	1	0.607	Kruskal-Wallis
Pathways Affected in Adenoid Cystic Carcinoma WP3651	WikiPathways_2019_Human	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Pathways in clear cell renal cell carcinoma WP4018	WikiPathways_2019_Human	63	1.02797067901233	1	0.311	Kruskal-Wallis
Pathways Regulating Hippo Signaling WP4540	WikiPathways_2019_Human	63	0.0493827160493936	1	0.824	Kruskal-Wallis
PDGF Pathway WP2526	WikiPathways_2019_Human	63	0.0696373456790127	1	0.792	Kruskal-Wallis
PDGFR-beta pathway WP3972	WikiPathways_2019_Human	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Peptide GPCRs WP24	WikiPathways_2019_Human	63	0.293402777777771	1	0.588	Kruskal-Wallis
Phosphodiesterases in neuronal function WP4222	WikiPathways_2019_Human	63	1.14371141975309	1	0.285	Kruskal-Wallis
Photodynamic therapy-induced AP-1 survival signaling. WP3611	WikiPathways_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
Photodynamic therapy-induced HIF-1 survival signaling WP3614	WikiPathways_2019_Human	63	0.023341049382708	1	0.879	Kruskal-Wallis
Photodynamic therapy-induced NF-kB survival signaling WP3617	WikiPathways_2019_Human	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612	WikiPathways_2019_Human	63	1.14371141975309	1	0.285	Kruskal-Wallis
Photodynamic therapy-induced unfolded protein response WP3613	WikiPathways_2019_Human	63	1.05632716049382	1	0.304	Kruskal-Wallis
Physiological and Pathological Hypertrophy  of the Heart WP1528	WikiPathways_2019_Human	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Phytochemical activity on NRF2 transcriptional activation WP3	WikiPathways_2019_Human	63	2.25	1	0.134	Kruskal-Wallis
PI3K-Akt Signaling Pathway WP4172	WikiPathways_2019_Human	63	0.00482253086420315	1	0.945	Kruskal-Wallis
PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844	WikiPathways_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
PI3K/AKT/mTOR - VitD3 Signalling WP4141	WikiPathways_2019_Human	63	0.023341049382708	1	0.879	Kruskal-Wallis
Platelet-mediated interactions with vascular and circulating cells WP4462	WikiPathways_2019_Human	63	0.120563271604908	1	0.728	Kruskal-Wallis
PPAR Alpha Pathway WP2878	WikiPathways_2019_Human	63	0.501736111111114	1	0.479	Kruskal-Wallis
PPAR signaling pathway WP3942	WikiPathways_2019_Human	63	0.945216049382708	1	0.331	Kruskal-Wallis
Prader-Willi and Angelman Syndrome WP3998	WikiPathways_2019_Human	63	0.130401234567898	1	0.718	Kruskal-Wallis
Pregnane X Receptor pathway WP2876	WikiPathways_2019_Human	63	0.23630401234567	1	0.627	Kruskal-Wallis
Preimplantation Embryo WP3527	WikiPathways_2019_Human	63	0.521604938271565	1	0.47	Kruskal-Wallis
Primary Focal Segmental Glomerulosclerosis FSGS WP2572	WikiPathways_2019_Human	63	0.444444444444457	1	0.505	Kruskal-Wallis
Prion disease pathway WP3995	WikiPathways_2019_Human	63	0.694444444444457	1	0.405	Kruskal-Wallis
Prolactin Signaling Pathway WP2037	WikiPathways_2019_Human	63	0.210069444444457	1	0.647	Kruskal-Wallis
Prostaglandin Synthesis and Regulation WP98	WikiPathways_2019_Human	63	2.77777777777777	1	0.0956	Kruskal-Wallis
Proteasome Degradation WP183	WikiPathways_2019_Human	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Pyrimidine metabolism WP4022	WikiPathways_2019_Human	63	1.32889660493825	1	0.249	Kruskal-Wallis
RAC1/PAK1/p38/MMP2 Pathway WP3303	WikiPathways_2019_Human	63	1.14371141975309	1	0.285	Kruskal-Wallis
RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018	WikiPathways_2019_Human	63	2.2085262345679	1	0.137	Kruskal-Wallis
Ras Signaling WP4223	WikiPathways_2019_Human	63	0.790123456790155	1	0.374	Kruskal-Wallis
Regulation of Actin Cytoskeleton WP51	WikiPathways_2019_Human	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872	WikiPathways_2019_Human	63	0.765625	1	0.382	Kruskal-Wallis
Regulation of Microtubule Cytoskeleton WP2038	WikiPathways_2019_Human	63	0.293402777777771	1	0.588	Kruskal-Wallis
Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240	WikiPathways_2019_Human	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Regulation of toll-like receptor signaling pathway WP1449	WikiPathways_2019_Human	63	0.26408179012347	1	0.607	Kruskal-Wallis
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664	WikiPathways_2019_Human	63	0.390625	1	0.532	Kruskal-Wallis
Resistin as a regulator of inflammation WP4481	WikiPathways_2019_Human	63	0.37345679012347	1	0.541	Kruskal-Wallis
Retinoblastoma Gene in Cancer WP2446	WikiPathways_2019_Human	63	0.815007716049394	1	0.367	Kruskal-Wallis
Rett syndrome causing genes WP4312	WikiPathways_2019_Human	63	1.02797067901233	1	0.311	Kruskal-Wallis
RIG-I-like Receptor Signaling WP3865	WikiPathways_2019_Human	63	0.840277777777771	1	0.359	Kruskal-Wallis
Role of Osx and miRNAs in tooth development WP3971	WikiPathways_2019_Human	63	0.541859567901241	1	0.462	Kruskal-Wallis
Selective expression of chemokine receptors during T-cell polarization WP4494	WikiPathways_2019_Human	63	0.130401234567898	1	0.718	Kruskal-Wallis
Selenium Metabolism and Selenoproteins WP28	WikiPathways_2019_Human	63	0.130401234567898	1	0.718	Kruskal-Wallis
Selenium Micronutrient Network WP15	WikiPathways_2019_Human	63	0.120563271604908	1	0.728	Kruskal-Wallis
Senescence and Autophagy in Cancer WP615	WikiPathways_2019_Human	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Serotonin and anxiety WP3947	WikiPathways_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732	WikiPathways_2019_Human	63	0	1	1	Kruskal-Wallis
Serotonin Receptor 4/6/7 and NR3C Signaling WP734	WikiPathways_2019_Human	63	0.583526234567898	1	0.445	Kruskal-Wallis
Signal Transduction of S1P Receptor WP26	WikiPathways_2019_Human	63	0.162229938271565	1	0.687	Kruskal-Wallis
Signal transduction through IL1R WP4496	WikiPathways_2019_Human	63	0.210069444444457	1	0.647	Kruskal-Wallis
Signaling of Hepatocyte Growth Factor Receptor WP313	WikiPathways_2019_Human	63	0.340277777777771	1	0.56	Kruskal-Wallis
Signaling Pathways in Glioblastoma WP2261	WikiPathways_2019_Human	63	1.14371141975309	1	0.285	Kruskal-Wallis
Simplified Depiction of MYD88 Distinct Input-Output Pathway WP3877	WikiPathways_2019_Human	63	0.015625	1	0.901	Kruskal-Wallis
Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670	WikiPathways_2019_Human	63	0.173611111111114	1	0.677	Kruskal-Wallis
Sleep regulation WP3591	WikiPathways_2019_Human	63	0.278549382716051	1	0.598	Kruskal-Wallis
Small Ligand GPCRs WP247	WikiPathways_2019_Human	63	0.278549382716051	1	0.598	Kruskal-Wallis
Sphingolipid pathway WP1422	WikiPathways_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
Spinal Cord Injury WP2431	WikiPathways_2019_Human	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Splicing factor NOVA regulated synaptic proteins WP4148	WikiPathways_2019_Human	63	0.444444444444457	1	0.505	Kruskal-Wallis
SREBF and miR33 in cholesterol and lipid homeostasis WP2011	WikiPathways_2019_Human	63	0.0696373456790127	1	0.792	Kruskal-Wallis
Statin Pathway WP430	WikiPathways_2019_Human	63	0.162229938271565	1	0.687	Kruskal-Wallis
Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982	WikiPathways_2019_Human	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Striated Muscle Contraction Pathway WP383	WikiPathways_2019_Human	63	0.00945216049382225	1	0.923	Kruskal-Wallis
Structural Pathway of Interleukin 1 (IL-1) WP2637	WikiPathways_2019_Human	63	0.356674382716051	1	0.55	Kruskal-Wallis
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	WikiPathways_2019_Human	63	0.463155864197546	1	0.496	Kruskal-Wallis
Synaptic signaling pathways associated with autism spectrum disorder WP4539	WikiPathways_2019_Human	63	1.92901234567901	1	0.165	Kruskal-Wallis
Synaptic Vesicle Pathway WP2267	WikiPathways_2019_Human	63	0.197530864197546	1	0.657	Kruskal-Wallis
T-Cell antigen Receptor (TCR)  Signaling Pathway WP69	WikiPathways_2019_Human	63	0.173611111111114	1	0.677	Kruskal-Wallis
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	WikiPathways_2019_Human	63	0	1	1	Kruskal-Wallis
T-Cell Receptor and Co-stimulatory Signaling WP2583	WikiPathways_2019_Human	63	0.00694444444445708	1	0.934	Kruskal-Wallis
Tamoxifen metabolism WP691	WikiPathways_2019_Human	63	0.340277777777771	1	0.56	Kruskal-Wallis
Target Of Rapamycin (TOR) Signaling WP1471	WikiPathways_2019_Human	63	0.000771604938250903	1	0.978	Kruskal-Wallis
TCA Cycle (aka Krebs or citric acid cycle) WP78	WikiPathways_2019_Human	63	0.0933641975308888	1	0.76	Kruskal-Wallis
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453	WikiPathways_2019_Human	63	0.00173611111111427	1	0.967	Kruskal-Wallis
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859	WikiPathways_2019_Human	63	0.482253086419774	1	0.487	Kruskal-Wallis
TGF-beta Receptor Signaling WP560	WikiPathways_2019_Human	63	0.023341049382708	1	0.879	Kruskal-Wallis
TGF-beta Signaling Pathway WP366	WikiPathways_2019_Human	63	0.00482253086420315	1	0.945	Kruskal-Wallis
The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome WP4320	WikiPathways_2019_Human	63	0.626736111111114	1	0.429	Kruskal-Wallis
The human immune response to tuberculosis WP4197	WikiPathways_2019_Human	63	1.20389660493825	1	0.273	Kruskal-Wallis
Thermogenesis WP4321	WikiPathways_2019_Human	63	4.11188271604937	1	0.0426	Kruskal-Wallis
Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203	WikiPathways_2019_Human	63	0.00482253086420315	1	0.945	Kruskal-Wallis
TLR4 Signaling and Tolerance WP3851	WikiPathways_2019_Human	63	0.5625	1	0.453	Kruskal-Wallis
TNF alpha Signaling Pathway WP231	WikiPathways_2019_Human	63	0.671489197530889	1	0.413	Kruskal-Wallis
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036	WikiPathways_2019_Human	63	0.278549382716051	1	0.598	Kruskal-Wallis
Toll-like Receptor Signaling Pathway WP75	WikiPathways_2019_Human	63	0.222993827160508	1	0.637	Kruskal-Wallis
Toll-like Receptor Signaling WP3858	WikiPathways_2019_Human	63	0.0277777777777715	1	0.868	Kruskal-Wallis
TP53 Network WP1742	WikiPathways_2019_Human	63	0.37345679012347	1	0.541	Kruskal-Wallis
Trans-sulfuration and one carbon metabolism WP2525	WikiPathways_2019_Human	63	5.0625	1	0.0244	Kruskal-Wallis
Transcription co-factors SKI and SKIL protein partners WP4533	WikiPathways_2019_Human	63	0.340277777777771	1	0.56	Kruskal-Wallis
Transcription factor regulation in adipogenesis WP3599	WikiPathways_2019_Human	63	0.521604938271565	1	0.47	Kruskal-Wallis
Translation Factors WP107	WikiPathways_2019_Human	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Triacylglyceride Synthesis WP325	WikiPathways_2019_Human	63	0.918402777777771	1	0.338	Kruskal-Wallis
Tryptophan catabolism leading to NAD+ production WP4210	WikiPathways_2019_Human	63	0.130401234567898	1	0.718	Kruskal-Wallis
Tryptophan metabolism WP465	WikiPathways_2019_Human	63	0.0123456790123271	1	0.912	Kruskal-Wallis
Tumor suppressor activity of SMARCB1 WP4204	WikiPathways_2019_Human	63	0.102044753086432	1	0.749	Kruskal-Wallis
Type 2 papillary renal cell carcinoma WP4241	WikiPathways_2019_Human	63	2.00694444444446	1	0.157	Kruskal-Wallis
Type II diabetes mellitus WP1584	WikiPathways_2019_Human	63	1.81500771604939	1	0.178	Kruskal-Wallis
Type II interferon signaling (IFNG) WP619	WikiPathways_2019_Human	63	0.151234567901241	1	0.697	Kruskal-Wallis
TYROBP Causal Network WP3945	WikiPathways_2019_Human	63	0.151234567901241	1	0.697	Kruskal-Wallis
Urea cycle and metabolism of amino groups WP497	WikiPathways_2019_Human	63	0.293402777777771	1	0.588	Kruskal-Wallis
VEGFA-VEGFR2 Signaling Pathway WP3888	WikiPathways_2019_Human	63	0.0625	1	0.803	Kruskal-Wallis
Viral Acute Myocarditis WP4298	WikiPathways_2019_Human	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Vitamin A and Carotenoid Metabolism WP716	WikiPathways_2019_Human	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Vitamin B12 Metabolism WP1533	WikiPathways_2019_Human	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Vitamin D in inflammatory diseases WP4482	WikiPathways_2019_Human	63	1.02797067901233	1	0.311	Kruskal-Wallis
Vitamin D Receptor Pathway WP2877	WikiPathways_2019_Human	63	0.0326003086419746	1	0.857	Kruskal-Wallis
White fat cell differentiation WP4149	WikiPathways_2019_Human	63	2.00694444444446	1	0.157	Kruskal-Wallis
Wnt Signaling in Kidney Disease WP4150	WikiPathways_2019_Human	63	0.278549382716051	1	0.598	Kruskal-Wallis
Wnt Signaling Pathway and Pluripotency WP399	WikiPathways_2019_Human	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Wnt Signaling Pathway WP363	WikiPathways_2019_Human	63	0.32426697530866	1	0.569	Kruskal-Wallis
Wnt Signaling WP428	WikiPathways_2019_Human	63	0.023341049382708	1	0.879	Kruskal-Wallis
Wnt/beta-catenin Signaling Pathway in Leukemia WP3658	WikiPathways_2019_Human	63	2.12673611111111	1	0.145	Kruskal-Wallis
Zinc homeostasis WP3529	WikiPathways_2019_Human	63	0.0696373456790127	1	0.792	Kruskal-Wallis
